inchi_key,level1,level2,level3,level4,level5,name,smiles
NSYZCCDSJNWWJL-YXOIYICCSA-N,,,,,,,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C
VSNHCAURESNICA-UHFFFAOYSA-N,L,L01,L01X,L01XX,L01XX05,Hydroxyurea,NC(=O)NO
QULDDKSCVCJTPV-UHFFFAOYSA-N,,,,,,BIIB021,COC1C(C)CNC(CN2CNC3C(CL)NC(N)NC23)C1C
VAOCPAMSLUNLGC-UHFFFAOYSA-N,A,A02,A02B,A02BD,A02BD11,Metronidazole,CC1NCC(N1CCO)[N+]([O-])=O
NPAGDVCDWIYMMC-IZPLOLCNSA-N,S,S01,S01X,S01XA,S01XA11,Nandrolone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O
YBBLVLTVTVSKRW-UHFFFAOYSA-N,L,L02,L02B,L02BG,L02BG03,Anastrozole,CC(C)(C#N)C1CC(CN2CNCN2)CC(C1)C(C)(C)C#N
ORNBQBCIOKFOEO-SPKZCENISA-N,,,,,,,CC(=O)[C@@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C
JRNJNYBQQYBCLE-UHFFFAOYSA-N,,,,,,"(4-AMINO-2-{[1-(METHYLSULFONYL)PIPERIDIN-4-YL]AMINO}PYRIMIDIN-5-YL)(2,3-DIFLUORO-6-METHOXYPHENYL)METHANONE",COC1CCC(F)C(F)C1C(=O)C1CNC(NC2CCN(CC2)S(C)(=O)=O)NC1N
VAZAPHZUAVEOMC-UHFFFAOYSA-N,,,,,,Tacedinaline,CC(=O)NC1CCC(CC1)C(=O)NC1CCCCC1N
MUJOCHRZXRZONW-UHFFFAOYSA-N,,,,,,,COC(=O)C=CC(=O)N(CCCCNCC1=CC=C(C=C1)COC(=O)NC2=CC=CC3=CC=CC=C32)O
CDAISMWEOUEBRE-GPIVLXJGSA-N,A,A11,A11H,A11HA,A11HA07,Inositol,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
NNJVILVZKWQKPM-UHFFFAOYSA-N,S,S01,S01H,S01HA,S01HA07,Lidocaine,CCN(CC)CC(=O)NC1C(C)CCCC1C
HEKAIDKUDLCBRU-UHFFFAOYSA-N,,,,,,,CCC1NC(C(S1)-C1CCNC(NC(=O)C2CCCCC2)C1)-C1CCCC(C)C1
PURKAOJPTOLRMP-UHFFFAOYSA-N,R,R07,R07A,R07AX,R07AX31,Ivacaftor,CC(C)(C)C1CC(C(NC(=O)C2C[NH]C3CCCCC3C2=O)CC1O)C(C)(C)C
LHNIIDJUOCFXAP-UHFFFAOYSA-N,,,,,,Pictilisib,CS(=O)(=O)N1CCN(CC2CC3NC(NC(N4CCOCC4)C3S2)-C2CCCC3[NH]NCC23)CC1
WPGGHFDDFPHPOB-BBWFWOEESA-N,A,A10,A10B,A10BX,A10BX08,Mitiglinide,OC(=O)[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)CC1CCCCC1
GDLIGKIOYRNHDA-UHFFFAOYSA-N,N,N06,N06A,N06AA,N06AA04,Clomipramine,CN(C)CCCN1C2CCCCC2CCC2CCC(CL)CC12
SHZKQBHERIJWAO-AATRIKPKSA-N,,,,,,Ozagrel,OC(=O)\C=C\C1CCC(CN2CCNC2)CC1
VLEUZFDZJKSGMX-UHFFFAOYSA-N,,,,,,,COC1CC(OC)CC(C=CC2CCC(O)CC2)C1
JWQOJVOKBAAAAR-UHFFFAOYSA-N,,,,,,,COC1CCC(CC1OC)-C1CC2NCCN2C(NC2NCCCC2C(N)=O)N1
DDNCQMVWWZOMLN-IRLDBZIGSA-N,N,N06,N06B,N06BX,N06BX18,Vinpocetine,CCOC(=O)C1=C[C@]2(CC)CCCN3CCC4C([C@H]23)N1C1CCCCC41
ZJZWZIXSGNFWQQ-UHFFFAOYSA-N,,,,,,,COC1=CC=C(C=C1)C2(CCOCC2)CNC(=O)C3=CC=C(C=C3)NC(=O)C4=CC=CO4
SPMVMDHWKHCIDT-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE34,Tivozanib,COC1CC2NCCC(OC3CCC(NC(=O)NC4CC(C)ON4)C(CL)C3)C2CC1OC
DKZYXHCYPUVGAF-JCNLHEQBSA-N,,,,,,,CN(C)C[C@H]1CC[C@@H](CC1)NC1C(CNC2CCC(NC12)-C1CC(CL)C(O)C(CL)C1)C(C)=O
ROSNVSQTEGHUKU-UHFFFAOYSA-N,,,,,,CTS-1027,ONC(=O)C1(CS(=O)(=O)C2CCC(OC3CCC(CL)CC3)CC2)CCOCC1
CJOFXWAVKWHTFT-XSFVSMFZSA-N,N,N06,N06A,N06AB,N06AB08,Fluvoxamine,COCCCC\C(C1CCC(CC1)C(F)(F)F)=N/OCCN
AKSIZPIFQAYJGF-UHFFFAOYSA-N,,,,,,,CCN1CCN(CC1)C(=O)CC1CCC(NC2NCC(F)C(NC3CCC(CC3)C(=O)NC3CCCCC3CL)N2)CC1
XUZMWHLSFXCVMG-UHFFFAOYSA-N,L,L04,L04A,L04AA,L04AA37,Baricitinib,CCS(=O)(=O)N1CC(CC#N)(C1)N1CC(CN1)-C1NCNC2[NH]CCC12
LCVIRAZGMYMNNT-VVONHTQRSA-N,,,,,,MK-5108,OC(=O)[C@@]1(CC2CCCC(NC3NCCS3)N2)CC[C@@H](CC1)OC1CCCC(CL)C1F
KRMDCWKBEZIMAB-UHFFFAOYSA-N,N,N06,N06A,N06AA,N06AA09,Amitriptyline,CN(C)CCC=C1C2CCCCC2CCC2CCCCC12
OBWASQILIWPZMG-QZMOQZSNSA-N,A,A10,A10B,A10BD,A10BD19,Empagliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1CCC(CL)C(CC2CCC(O[C@H]3CCOC3)CC2)C1
QSKQVZWVLOIIEV-NSHDSACASA-N,,,,,,Ripasudil,C[C@H]1CNCCCN1S(=O)(=O)C1CCCC2CNCC(F)C12
RAPZEAPATHNIPO-UHFFFAOYSA-N,N,N05,N05A,N05AX,N05AX08,Risperidone,CC1NC2CCCCN2C(=O)C1CCN1CCC(CC1)C1NOC2CC(F)CCC12
YQNWZWMKLDQSAC-UHFFFAOYSA-N,N,N06,N06A,N06AX,N06AX26,Vortioxetine,CC1CCC(SC2CCCCC2N2CCNCC2)C(C)C1
HFNKQEVNSGCOJV-OAHLLOKOSA-N,L,L01,L01X,L01XE,L01XE18,Ruxolitinib,N#CC[C@H](C1CCCC1)N1CC(CN1)-C1NCNC2[NH]CCC12
FDORQEIHOKEJNX-HSZRJFAPSA-N,,,,,,,CN(CC[C@@H](OC1CCC(CC1)-C1CCCCC1)C1CCC(F)CC1)CC(O)=O
BPZSYCZIITTYBL-ORAYPTAESA-N,,,,,,,COC1CCC(C[C@H](C)NC[C@@H](O)C2CCC(O)C(NC=O)C2)CC1
HDTRYLNUVZCQOY-LIZSDCNHSA-N,,,,,,Trehalose,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
BKWJAKQVGHWELA-UHFFFAOYSA-N,,,,,,MK-1775,CN1CCN(CC1)C1CCC(NC2NCC3C(N2)N(-C2CCCC(N2)C(C)(C)O)N(CC=C)C3=O)CC1
PMRYVIKBURPHAH-UHFFFAOYSA-N,H,H03,H03B,H03BB,H03BB52,Methimazole,CN1CC[NH]C1=S
JUZYLCPPVHEVSV-LJQANCHMSA-N,J,J05,J05A,J05AR,J05AR09,Elvitegravir,COC1CC2N(CC(C(O)=O)C(=O)C2CC1CC1CCCC(CL)C1F)[C@H](CO)C(C)C
KYWWJENKIMRJBI-UHFFFAOYSA-N,,,,,,,FC1CCC(CC1)-C1N(CC2CCC(F)CC2CL)NC2C(CCCC12)C(F)(F)F
DNVXATUJJDPFDM-KRWDZBQOSA-N,,,,,,,CC1SC-2C(C1C)C(=N[C@@H](CC(=O)OC(C)(C)C)C1NNC(C)N-21)C1CCC(CL)CC1
INASOKQDNHHMRE-UHFFFAOYSA-N,,,,,,Turofexorate isopropyl,CC(C)OC(=O)C1=CN(CC(C)(C)C2C1[NH]C1CCCCC21)C(=O)C1CCC(F)C(F)C1
PHTUQLWOUWZIMZ-GZTJUZNOSA-N,N,N06,N06A,N06AA,N06AA16,Dosulepin,CN(C)CC\C=C1/C2CCCCC2CSC2CCCCC12
MNJVRJDLRVPLFE-UHFFFAOYSA-N,M,M01,M01A,M01AH,M01AH05,Etoricoxib,CC1CCC(CN1)-C1NCC(CL)CC1-C1CCC(CC1)S(C)(=O)=O
ADFCQWZHKCXPAJ-GFCCVEGCSA-N,,,,,,Equol,OC1CCC(CC1)[C@H]1COC2CC(O)CCC2C1
ZSDCIRYNTCVTMF-GIGWZHCTSA-N,,,,,,,CCC[C@@H](NC(=O)N1[C@@H](OC2CCC(CC2)C(=O)N2CCN(C)CC2)C(CC)(CC)C1=O)C1CCC2OCOC2C1
STUWGJZDJHPWGZ-LBPRGKRZSA-N,,,,,,Alpelisib,CC1NC(NC(=O)N2CCC[C@H]2C(N)=O)SC1-C1CCNC(C1)C(C)(C)C(F)(F)F
XTTZERNUQAFMOF-QMMMGPOBSA-N,A,A08,A08A,A08AA,A08AA11,Lorcaserin,C[C@H]1CNCCC2CCC(CL)CC12
NMUSYJAQQFHJEW-ARQDHWQXSA-N,,,,,,,NC1NCN([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)C(=O)N1
PLDUPXSUYLZYBN-UHFFFAOYSA-N,N,N05,N05A,N05AB,N05AB02,Fluphenazine,OCCN1CCN(CCCN2C3CCCCC3SC3CCC(CC23)C(F)(F)F)CC1
OWBFCJROIKNMGD-BQYQJAHWSA-N,,,,,,Rigosertib,COC1CC(OC)C(\C=C\S(=O)(=O)CC2CCC(OC)C(NCC(O)=O)C2)C(OC)C1
JGSARLDLIJGVTE-MBNYWOFBSA-N,J,J01,J01C,J01CR,J01CR50,Benzylpenicillin,CC1(C)S[C@@H]2[C@H](NC(=O)CC3CCCCC3)C(=O)N2[C@H]1C(O)=O
PJSFRIWCGOHTNF-UHFFFAOYSA-N,G,G01,G01A,G01AE,G01AE10,Sulfadoxine,COC1NCNC(NS(=O)(=O)C2CCC(N)CC2)C1OC
VMJFTOSOFDEKTM-UHFFFAOYSA-N,,,,,,,CN1CC(CN1)-C1CNC2CCC3CCC(CS(=O)(=O)NCC4CCCCN4)CC3C(=O)C2C1
WMBWREPUVVBILR-WIYYLYMNSA-N,,,,,,Epigallocatechin gallate,OC1CC(O)C2C[C@@H](OC(=O)C3CC(O)C(O)C(O)C3)[C@H](OC2C1)C1CC(O)C(O)C(O)C1
PYKJFEPAUKAXNN-UHFFFAOYSA-N,,,,,,,CC1NC2C(OCC3CCCCC3)CCCN2C1CC#N
KRNAOFGYEFKHPB-ANJVHQHFSA-N,,,,,,Rimegepant,N[C@H]1[C@@H](CC[C@@H](OC(=O)N2CCC(CC2)N2C3CCCNC3[NH]C2=O)C2NCCCC12)C1CCCC(F)C1F
UGDPYGKWIHHBMB-UHFFFAOYSA-N,,,,,,,OC(=O)C1CCCCC1NC1CC(CL)CCC1C(O)=O
CXOFVDLJLONNDW-UHFFFAOYSA-N,N,N03,N03A,N03AB,N03AB02,Phenytoin,O=C1NC(=O)C(N1)(C1CCCCC1)C1CCCCC1
NHFDRBXTEDBWCZ-ZROIWOOFSA-N,,,,,,Orantinib,CC1[NH]C(\C=C2/C(=O)NC3CCCCC23)C(C)C1CCC(O)=O
OVDSPTSBIQCAIN-UHFFFAOYSA-N,,,,,,,COC1CC(CCC1NC1NCC(CL)C(NC2CCCCC2P(C)(C)=O)N1)N1CCC(CC1)N(C)C
QRJJEGAJXVEBNE-HKOYGPOVSA-N,D,D01,D01A,D01AC,D01AC11,Oxiconazole,CLC1CCC(CO\N=C(/CN2CCNC2)C2CCC(CL)CC2CL)C(CL)C1
KKYABQBFGDZVNQ-UHFFFAOYSA-N,,,,,,Losmapimod,CC1C(F)CC(CC1-C1CCC(CN1)C(=O)NCC(C)(C)C)C(=O)NC1CC1
UFICVEHDQUKCEA-UHFFFAOYSA-N,,,,,,,CN1CNC(C1)-C1CC2NCCC(OC3CCC(NC(=S)NC(=O)CC4CCCCC4)CC3F)C2S1
RGHYDLZMTYDBDT-UHFFFAOYSA-N,,,,,,Voxtalisib,CCN1C2NC(N)NC(C)C2CC(-C2CC[NH]N2)C1=O
HPLNQCPCUACXLM-PGUFJCEWSA-N,,,,,,,CN(C)CC[C@H](CSC1CCCCC1)NC1CCC(CC1[N+]([O-])=O)S(=O)(=O)NC(=O)C1CCC(CC1)N1CCN(CC2CCCCC2-C2CCC(CL)CC2)CC1
UPALIKSFLSVKIS-UHFFFAOYSA-N,,,,,,Amonafide,CN(C)CCN1C(=O)C2CCCC3CC(N)CC(C1=O)C23
GPXBXXGIAQBQNI-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE15,Vemurafenib,CCCS(=O)(=O)NC1CCC(F)C(C(=O)C2C[NH]C3NCC(CC23)-C2CCC(CL)CC2)C1F
JGEBLDKNWBUGRZ-HXUWFJFHSA-N,,,,,,,CN(C[C@@H]1COCCO1)S(=O)(=O)NC1CCC2CCC3NCC(CC3C(=O)C2C1)-C1CNN(C)C1
JBDGDEWWOUBZPM-XYPYZODXSA-N,R,R03,R03C,R03CC,R03CC63,Ambroxol,NC1C(BR)CC(BR)CC1CN[C@H]1CC[C@H](O)CC1
WDQPAMHFFCXSNU-BGABXYSRSA-N,J,J04,J04B,J04BA,J04BA01,Clofazimine,CC(C)\N=C1/CC2N(-C3CCC(CL)CC3)C3CCCCC3NC2CC1NC1CCC(CL)CC1
JTVBXQAYBIJXRP-SNVBAGLBSA-N,,,,,,,C[C@@H](N)C1CCC(CC1)C(=O)NC1CCNC2[NH]CCC12
WDZVGELJXXEGPV-PQMHYQBVSA-N,,,,,,,NC(=N)N\N=C/C1C(CL)CCCC1CL
RIKMMFOAQPJVMX-UHFFFAOYSA-N,V,V03,V03A,V03AB,V03AB34,Fomepizole,CC1CN[NH]C1
AOJJSUZBOXZQNB-SQGPBGNMSA-N,,,,,,,COC1CCCC2C(=O)C3C(O)C4C[C@](O)(C[C@@H](O[C@H]5C[C@H](N)[C@@H](O)[C@H](C)O5)C4C(O)C3C(=O)C12)C(=O)CO
WXCXUHSOUPDCQV-UHFFFAOYSA-N,L,L02,L02B,L02BB,L02BB04,Enzalutamide,CNC(=O)C1CCC(CC1F)N1C(=S)N(C(=O)C1(C)C)C1CCC(C#N)C(C1)C(F)(F)F
BWDQBBCUWLSASG-MDZDMXLPSA-N,,,,,,,OCCN(CCC1C[NH]C2CCCCC12)CC1CCC(\C=C\C(=O)NO)CC1
KSGXQBZTULBEEQ-UHFFFAOYSA-N,B,B01,B01A,B01AE,B01AE07,Dabigatran etexilate,CCCCCCOC(=O)\N=C(\N)C1CCC(NCC2NC3CC(CCC3N2C)C(=O)N(CCC(=O)OCC)C2CCCCN2)CC1
CYOHGALHFOKKQC-UHFFFAOYSA-N,,,,,,Selumetinib,CN1CNC2C(F)C(NC3CCC(BR)CC3CL)C(CC12)C(=O)NOCCO
LVXJQMNHJWSHET-AATRIKPKSA-N,L,L01,L01X,L01XE,L01XE47,Dacomitinib,COC1CC2NCNC(NC3CCC(F)C(CL)C3)C2CC1NC(=O)\C=C\CN1CCCCC1
CGIGDMFJXJATDK-UHFFFAOYSA-N,S,S01,S01C,S01CC,S01CC02,Indometacin,COC1CCC2N(C(=O)C3CCC(CL)CC3)C(C)C(CC(=O)O)C2C1
AMLYAMJWYAIXIA-VWNVYAMZSA-N,,,,,,Cilengitide,CC(C)[C@@H]1N(C)C(=O)[C@@H](CC2CCCCC2)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCCNC(N)=N)NC1=O
VVTHOUCIAGHQBD-UHFFFAOYSA-N,,,,,,,COC1CC(OC)CC(C1)-C1CCC2NCC3CCC(=O)N(-C4CCC(N5CCNCC5)C(C4)C(F)(F)F)C3C2C1
ZVGNESXIJDCBKN-MHDOWYNASA-N,,,,,,,CC[C@H]1\C=C(C)/[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)C3C(O)C(CL)C(O)C(CL)C3CC)[C@H](O)[C@@H]2OC)\C(=O)O[C@H](C\C=C(C)\C=C(C)[C@H]1O[C@@H]1OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@H]1O)[C@@H](C)O
JTVPZMFULRWINT-UHFFFAOYSA-N,N,N05,N05A,N05AL,N05AL03,Tiapride,CCN(CC)CCNC(=O)C1CC(CCC1OC)S(C)(=O)=O
GBXSMTUPTTWBMN-XIRDDKMYSA-N,C,C09,C09B,C09BA,C09BA02,Enalapril,CCOC(=O)[C@H](CCC1CCCCC1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O
BYPFEZZEUUWMEJ-UHFFFAOYSA-N,C,C04,C04A,C04AD,C04AD03,Pentoxifylline,CC(=O)CCCCN1C(=O)N(C)C2NCN(C)C2C1=O
ZGXJTSGNIOSYLO-UHFFFAOYSA-N,L,L01,L01X,L01XD,L01XD04,Aminolevulinic acid,NCC(=O)CCC(O)=O
ZOIBZSZLMJDVDQ-UHFFFAOYSA-N,,,,,,,CC1CC(C)C(CNC(=O)C2CC(CC3N(NCC23)C2CCCC2)-C2CCC(CN3CCOCC3)CC2)C(=O)[NH]1
KPWSJANDNDDRMB-QAQDUYKDSA-N,N,N05,N05A,N05AX,N05AX15,Cariprazine,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)C2CCCC(CL)C2CL)CC1
SGEGOXDYSFKCPT-UHFFFAOYSA-N,N,N06,N06A,N06AX,N06AX24,Vilazodone,NC(=O)C1CC2CC(CCC2O1)N1CCN(CCCCC2C[NH]C3CCC(CC23)C#N)CC1
RUOKEQAAGRXIBM-GFCCVEGCSA-N,N,N04,N04B,N04BD,N04BD02,Rasagiline,C#CCN[C@@H]1CCC2CCCCC12
RXZBMPWDPOLZGW-IVJCFNEOSA-N,,,,,,,CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
IFRGXKKQHBVPCQ-UHFFFAOYSA-N,,,,,,Onalespib,CC(C)C1CC(C(=O)N2CC3CCC(CN4CCN(C)CC4)CC3C2)C(O)CC1O
KQDRVXQXKZXMHP-LLVKDONJSA-N,,,,,,Reparixin,CC(C)CC1CCC(CC1)[C@@H](C)C(=O)NS(C)(=O)=O
BZCALJIHZVNMGJ-HSZRJFAPSA-N,,,,,,Fasiglifam,CC1CC(OCCCS(C)(=O)=O)CC(C)C1-C1CCCC(COC2CCC3[C@H](CC(O)=O)COC3C2)C1
KPBNHDGDUADAGP-VAWYXSNFSA-N,,,,,,Daporinad,O=C(NCCCCC1CCN(CC1)C(=O)C1CCCCC1)\C=C\C1CCCNC1
DBGIVFWFUFKIQN-VIFPVBQESA-N,A,A08,A08A,A08AA,A08AA04,Dexfenfluramine,CCN[C@@H](C)CC1CCCC(C1)C(F)(F)F
PFTAWBLQPZVEMU-DZGCQCFKSA-N,,,,,,Cianidanol,O[C@H]1CC2C(O)CC(O)CC2O[C@@H]1C1CCC(O)C(O)C1
IRTDIKMSKMREGO-OAHLLOKOSA-N,,,,,,AZD-6482,C[C@@H](NC1CCCCC1C(O)=O)C1CC(C)CN2C1NC(CC2=O)N1CCOCC1
YXRDKMPIGHSVRX-KKBURWSNSA-N,,,,,,,CC(=O)O[C@@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@@H]3CC[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1
VAPDZNUFNKUROY-UHFFFAOYSA-N,,,,,,,OC1C(I)CC(I)CC1I
DXGLGDHPHMLXJC-UHFFFAOYSA-N,,,,,,Oxybenzone,COC1CCC(C(=O)C2CCCCC2)C(O)C1
WSPOMRSOLSGNFJ-VGOFMYFVSA-N,,,,,,,CN(C)CC\C=C1/C2CCCCC2SC2CCC(CL)CC12
JCSGFHVFHSKIJH-UHFFFAOYSA-N,,,,,,,CN1CC(C2=C(C(=O)NC2=O)C2CCC(CL)CC2CL)C2CCCCC12
CMWTZPSULFXXJA-VIFPVBQESA-N,G,G02,G02C,G02CC,G02CC02,Naproxen,COC1CCC2CC(CCC2C1)[C@H](C)C(O)=O
XPPBBJCBDOEXDN-UHFFFAOYSA-N,,,,,,Ralimetinib,CC(C)(C)CN1C(N)NC2CCC(NC12)-C1[NH]C(NC1-C1CCC(F)CC1)C(C)(C)C
RBQOQRRFDPXAGN-UHFFFAOYSA-N,N,N06,N06B,N06BC,N06BC02,Propentofylline,CCCN1CNC2N(C)C(=O)N(CCCCC(C)=O)C(=O)C12
GYLDXIAOMVERTK-UHFFFAOYSA-N,,,,,,Sapanisertib,CC(C)N1NC(-C2CCC3OC(N)NC3C2)C2C(N)NCNC12
SJFBTAPEPRWNKH-CCKFTAQKSA-N,,,,,,Delanzomib,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)C1CCCC(N1)-C1CCCCC1)[C@@H](C)O)B(O)O
FZNCGRZWXLXZSZ-GENCIFFESA-N,,,,,,,OCC(CO)N[C@H]1C[C@@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O
YEJCDKJIEMIWRQ-UHFFFAOYSA-N,N,N06,N06B,N06BX,N06BX09,Linopirdine,O=C1N(C2CCCCC2C1(CC1CCNCC1)CC1CCNCC1)C1CCCCC1
GCIKSSRWRFVXBI-UHFFFAOYSA-N,,,,,,,CN1CCN(CC1)C1CC(NC2CC(C)[NH]N2)NC(SC2CCC(NC(=O)C3CC3)CC2)N1
WHUIENZXNGAHQI-GKZDNZBASA-N,,,,,,,OC(=O)CC\C=C/C[C@@H]1CO[C@@H](O[C@@H]1C1CCCCC1O)C1CCCCC1CL
XFALPSLJIHVRKE-GFCCVEGCSA-N,J,J01,J01X,J01XX,J01XX11,Tedizolid,CN1NNC(N1)-C1CCC(CN1)-C1CCC(CC1F)N1C[C@H](CO)OC1=O
NTNWOCRCBQPEKQ-YFKPBYRVSA-N,,,,,,Tilarginine,CNC(=N)NCCC[C@H](N)C(O)=O
KJFBVJALEQWJBS-XUXIUFHCSA-N,J,J05,J05A,J05AX,J05AX10,Maribavir,CC(C)NC1NC2CC(CL)C(CL)CC2N1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O
UWFYSQMTEOIJJG-KTIWLQMPSA-N,,,,,,,CC(=O)O[C@]1(CC[C@H]2[C@@H]3C=C(CL)C4=CC(=O)[C@@H]5C[C@H]5[C@]4(C)[C@@H]3CC[C@]12C)C(C)=O
VGGGPCQERPFHOB-RDBSUJKOSA-N,,,,,,Ubenimex,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)CC1CCCCC1)C(O)=O
LOUPRKONTZGTKE-LHHVKLHASA-N,C,C01,C01B,C01BA,C01BA01,Quinidine,COC1CCC2NCCC([C@H](O)[C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)C2C1
VMZMNAABQBOLAK-DBILLSOUSA-N,H,H01,H01C,H01CB,H01CB05,Pasireotide,NCCCC[C@@H]1NC(=O)[C@@H](CC2C[NH]C3CCCCC23)NC(=O)[C@@H](NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@H](CC2CCCCC2)NC(=O)[C@H](CC2CCC(OCC3CCCCC3)CC2)NC1=O)OC(=O)NCCN)C1CCCCC1
WKLGNFJHVJIZPK-UHFFFAOYSA-N,,,,,,,COC1CCC(NC2CCN(N2)-C2CCCCC2)CC1
GUAZPUYTLMUTMA-ZHACJKMWSA-N,,,,,,,CN(C)\N=N\C1CCC(CC1)C(O)=O
YOSHYTLCDANDAN-UHFFFAOYSA-N,C,C09,C09C,C09CA,C09CA04,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1CCC(CC1)-C1CCCCC1-C1NNN[NH]1
PBJUNZJWGZTSKL-MRXNPFEDSA-N,N,N03,N03A,N03AG,N03AG06,Tiagabine,CC1CCSC1C(=CCCN1CCC[C@H](C1)C(O)=O)C1SCCC1C
JCKLHFMOFAYQHE-UHFFFAOYSA-N,,,,,,,C(CC1C[NH]C2CCCCC12)NC1CCCC(NC2CCNCC2)C1
TZYWCYJVHRLUCT-VABKMULXSA-N,,,,,,,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1CCCCC1)C=O
PVNIIMVLHYAWGP-UHFFFAOYSA-N,C,C10,C10A,C10AD,C10AD02,Niacin,OC(=O)C1CCCNC1
LCQLHJZYVOQKHU-VKHMYHEASA-N,A,A16,A16A,A16AA,A16AA05,Carglumic acid,NC(=O)N[C@@H](CCC(O)=O)C(O)=O
AYJRTVVIBJSSKN-UHFFFAOYSA-N,,,,,,GSK-1292263,CC(C)C1NOC(N1)N1CCC(COC2CCC(NC2)-C2CCC(CC2)S(C)(=O)=O)CC1
BPKAHTKRCLCHEA-UBFJEZKGSA-N,H,H05,H05B,H05BX,H05BX02,Paricalcitol,C[C@H](\C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1C[C@@H](O)C[C@H](O)C1
XPLJEFSRINKZLC-ATVHPVEESA-N,,,,,,"5-[(E)-(5-CHLORO-2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]-N-[2-(DIETHYLAMINO)ETHYL]-2,4-DIMETHYL-1H-PYRROLE-3-CARBOXAMIDE",CCN(CC)CCNC(=O)C1C(C)[NH]C(/C=C/2\C(=O)NC3CCC(CL)CC23)C1C
IFSDAJWBUCMOAH-HNNXBMFYSA-N,L,L01,L01X,L01XX,L01XX47,Idelalisib,CC[C@H](NC1NCNC2[NH]CNC12)C1NC2CCCC(F)C2C(=O)N1-C1CCCCC1
RXZMYLDMFYNEIM-UHFFFAOYSA-N,,,,,,,CNC(=O)C1NN(C)C-2C1C(C)(C)CC1CNC(NC3CCC(CC3)N3CCN(C)CC3)NC-21
CSHZYWUPJWVTMQ-UHFFFAOYSA-N,,,,,,,CCCCC1CCC(O)CC1O
HVXBOLULGPECHP-WAYWQWQTSA-N,,,,,,Combretastatin A4,COC1CCC(CC1O)\C=C/C1CC(OC)C(OC)C(OC)C1
RDOIQAHITMMDAJ-UHFFFAOYSA-N,A,A07,A07D,A07DA,A07DA03,Loperamide,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1CCC(CL)CC1)(C1CCCCC1)C1CCCCC1
OHRURASPPZQGQM-GCCNXGTGSA-N,L,L01,L01X,L01XX,L01XX39,Romidepsin,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C
HXQVQGWHFRNKMS-UHFFFAOYSA-M,,,,,,Ethylmercurithiosalicylic acid,CC[HG]SC1CCCCC1C(O)=O
