inchi_key,level1,level2,level3,level4,level5,name,pert_id,smiles
AZEXWHKOMMASPA-UHFFFAOYSA-N,,,,,,2-{[4-(1-methyl-4-pyridin-4-yl-1h-pyrazol-3-yl)phenoxy]methyl}quinoline,2-{[4-(1-methyl-4-pyridin-4-yl-1h-pyrazol-3-yl)phenoxy]methyl}quinoline,CN1CC(C(N1)-C1CCC(OCC2CCC3CCCCC3N2)CC1)-C1CCNCC1
QTTRZHGPGKRAFB-OOKHYKNYSA-N,H,H02,H02A,H02AB,H02AB12,rimexolone,BRD-K31627533,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
HIANJWSAHKJQTH-UHFFFAOYSA-N,,,,,,pemirolast,BRD-K31731454,CC1CCCN2C1NCC(-C1NNN[NH]1)C2=O
IXHBTMCLRNMKHZ-LBPRGKRZSA-N,S,S01,S01E,S01ED,S01ED03,levobunolol,BRD-K31812033,CC(C)(C)NC[C@H](O)COC1CCCC2C(=O)CCCC12
HXNFUBHNUDHIGC-UHFFFAOYSA-N,,,,,,oxypurinol,BRD-K31841515,O=C1[NH]C2N[NH]CC2C(=O)[NH]1
GBJVVSCPOBPEIT-UHFFFAOYSA-N,,,,,,barasertib,BRD-K31928526,CCN(CCCOC1CCC2C(NC3CC(CC(=O)NC4CCCC(F)C4)[NH]N3)NCNC2C1)CCOP(O)(O)=O
XNMUICFMGGQSMZ-WIOPSUGQSA-N,,,,,,,,COC1CCCC(C1)-C1CCC(CC1)[C@@H](OC1CC(NC(N)N1)-C1CCC(C[C@H](N)C(O)=O)CC1)C(F)(F)F
BPEGJWRSRHCHSN-UHFFFAOYSA-N,L,L01,L01A,L01AX,L01AX03,temozolomide,BRD-K32107296,CN1NNC2C(NCN2C1=O)C(N)=O
OUDSBRTVNLOZBN-UHFFFAOYSA-N,A,A10,A10B,A10BB,A10BB05,tolazamide,BRD-K32164935,CC1CCC(CC1)S(=O)(=O)NC(=O)NN1CCCCCC1
NFTMKHWBOINJGM-UHFFFAOYSA-N,,,,,,mbx-2982,mbx-2982,CCC1CNC(NC1)N1CCC(CC1)C1NC(COC2CCC(CC2)-N2CNNN2)CS1
DQMZLTXERSFNPB-UHFFFAOYSA-N,N,N05,N05C,N05CB,N05CB01,primidone,BRD-K32247306,CCC1(C(=O)NCNC1=O)C1CCCCC1
HEAIZQNMNCHNFD-UHFFFAOYSA-N,,,,,,amg-208,amg-208,COC1CCC2C(OCC3NNC4CCC(NN34)-C3CCCCC3)CCNC2C1
MKUXAQIIEYXACX-UHFFFAOYSA-N,J,J05,J05A,J05AB,J05AB01,acyclovir,BRD-K32318651,NC1NC2N(COCCO)CNC2C(=O)[NH]1
DZLOHEOHWICNIL-QGZVFWFLSA-N,,,,,,,,CCOC(=O)[C@@]1(CCCCCCOC2CCC(CL)CC2)CO1
NAUWTFJOPJWYOT-UHFFFAOYSA-N,,,,,,vanoxerine,BRD-K32501161,FC1CCC(CC1)C(OCCN1CCN(CCCC2CCCCC2)CC1)C1CCC(F)CC1
SVENPFFEMUOOGK-SDNWHVSQSA-N,,,,,,,,CLC1CCC(CL)C(C1)C2CCC(/C=C(\C#N)/C(=O)NC3CCCC4NCCCC34)O2
AUZONCFQVSMFAP-UHFFFAOYSA-N,P,P03,P03A,P03AA,P03AA04,disulfiram,BRD-K32744045,CCN(CC)C(=S)SSC(=S)N(CC)CC
LMEKQMALGUDUQG-UHFFFAOYSA-N,L,L04,L04A,L04AX,L04AX01,azathioprine,BRD-K32821942,CN1CNC(C1SC1[NH]CNC2NCNC12)[N+]([O-])=O
AVZCPICCWKMZDT-UHFFFAOYSA-M,,,,,,,,C1CN(CCC2=CC=CC=C21)C3=CC(=NC(=N3)C4=CC=CC=N4)NCCC(=O)[O-]
RRAFCDWBNXTKKO-UHFFFAOYSA-N,,,,,,eugenol,BRD-K32977963,COC1CC(CC=C)CCC1O
UHDGCWIWMRVCDJ-CCXZUQQUSA-N,L,L01,L01B,L01BC,L01BC01,cytarabine,BRD-K33106058,NC1CCN([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)C(=O)N1
LZCDAPDGXCYOEH-UHFFFAOYSA-N,D,D10,D10A,D10AD,D10AD03,adapalene,BRD-K33127281,COC1CCC(CC1C12CC3CC(CC(C3)C1)C2)-C1CCC2CC(CCC2C1)C(O)=O
KCWZGJVSDFYRIX-YFKPBYRVSA-N,,,,,,n-omega-nitro-l-arginine methyl ester,n-omega-nitro-l-arginine methyl ester,COC(=O)[C@@H](N)CCCNC(=N)N[N+]([O-])=O
MKXZASYAUGDDCJ-NJAFHUGGSA-N,R,R05,R05D,R05DA,R05DA09,dextromethorphan,BRD-K33211335,COC1CCC2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)C2C1
CBVCZFGXHXORBI-PXQQMZJSSA-N,J,J05,J05A,J05AE,J05AE02,indinavir,BRD-K33226500,CC(C)(C)NC(=O)[C@@H]1CN(CC2CCCNC2)CCN1C[C@@H](O)C[C@@H](CC1CCCCC1)C(=O)N[C@@H]1[C@H](O)CC2CCCCC12
UQRORFVVSGFNRO-UTINFBMNSA-N,A,A16,A16A,A16AX,A16AX06,miglustat,BRD-K33251802,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
UCEQXRCJXIVODC-PMACEKPBSA-N,,,,,,tivantinib,BRD-K33379087,O=C1NC(=O)[C@H]([C@@H]1C1C[NH]C2CCCCC12)C1CN2CCCC3CCCC1C23
ZCGOMHNNNFPNMX-KYTRFIICSA-N,R,R01,R01A,R01AC,R01AC02,levocabastine,BRD-K33453211,C[C@@H]1CN(CC[C@]1(C(O)=O)C1CCCCC1)[C@H]1CC[C@](CC1)(C#N)C1CCC(F)CC1
MROJXXOCABQVEF-UHFFFAOYSA-N,,,,,,,,CC(=O)NC1CCC(CC(O)=O)CC1
HUFOZJXAKZVRNJ-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE37,rociletinib,BRD-K33610132,COC1CC(CCC1NC1NCC(C(NC2CCCC(NC(=O)C=C)C2)N1)C(F)(F)F)N1CCN(CC1)C(C)=O
JVLBPIPGETUEET-RESYIPQXSA-O,,,,,,,,C[N@@+]1(CC2CC2)CC[C@@]23[C@H]4OC5C2C(C[C@@H]1[C@@]3(O)CCC4=O)CCC5O
GVTLDPJNRVMCAL-UHFFFAOYSA-N,,,,,,,,CCCN1C(=O)N(-C2CCC(CL)CC2)C2[NH]CNC2C1=O
ALBKMJDFBZVHAK-UHFFFAOYSA-N,,,,,,,,CCOC(=O)C1NCC2[NH]C3CCC(OCC4CCCCC4)CC3C2C1COC
UKTAZPQNNNJVKR-XDQVBPFNSA-N,,,,,,,,O=C(O[C@H]1C[C@@H]2C[C@@H]3C[C@@H](C1)N2CC3=O)C1C[NH]C2CCCCC12
WDDPHFBMKLOVOX-AYQXTPAHSA-N,L,L01,L01B,L01BB,L01BB06,clofarabine,BRD-K34022604,NC1NC(CL)NC2N(CNC12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
PCTRYMLLRKWXGF-UHFFFAOYSA-N,,,,,,,,CCCCNC1C(C(=O)OCC)C(C)NC2N(CC)NCC12
AQIXAKUUQRKLND-UHFFFAOYSA-N,A,A02,A02B,A02BA,A02BA51,cimetidine,BRD-K34157611,CN\C(NCCSCC1NC[NH]C1C)=N/C#N
YUTIXVXZQIQWGY-UHFFFAOYSA-N,,,,,,,,CC(=O)NC1NC2C(OC3CC(NCN3)-C3CCC(CC3)C(F)(F)F)CCCC2S1
ZXFRFPSZAKNPQQ-YTWAJWBKSA-N,,,,,,tezampanel,tezampanel,OC(=O)[C@@H]1C[C@H]2C[C@@H](CCC3NN[NH]N3)CC[C@H]2CN1
FURUXTVZLHCCNA-AWEZNQCLSA-N,,,,,,5-deoxyflavanone,5-deoxyflavanone,OC1CCC(CC1)[C@@H]1CC(=O)C2CCC(O)CC2O1
SFNSLLSYNZWZQG-VQIMIIECSA-N,,,,,,glasdegib,BRD-K34341643,CN1CC[C@H](C[C@@H]1C1NC2CCCCC2[NH]1)NC(=O)NC1CCC(CC1)C#N
FEZBIKUBAYAZIU-UHFFFAOYSA-N,R,R06,R06A,R06AA,R06AA10,trimethobenzamide,BRD-K34415467,COC1CC(CC(OC)C1OC)C(=O)NCC1CCC(OCCN(C)C)CC1
NDAUXUAQIAJITI-LBPRGKRZSA-N,,,,,,levosalbutamol,levosalbutamol,CC(C)(C)NC[C@H](O)C1CCC(O)C(CO)C1
YSTVFDAKLDMYCR-NDEPHWFRSA-N,,,,,,,,CN(C)C1CCC(CN2CNC3CN([C@@H](CC23)C(O)=O)C(=O)C(C2CCCCC2)C2CCCCC2)CC1C
WIGIZIANZCJQQY-RUCARUNLSA-N,A,A10,A10B,A10BD,A10BD04,glimepiride,BRD-K34776109,CCC1=C(C)CN(C(=O)NCCC2CCC(CC2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O
IUVSEUFHPNITEQ-UHFFFAOYSA-N,,,,,,,,FC1CCC(CC1)-C1CNCC(CN2CCN(CC2)C2CCCC3OCCOC23)C1
YAPQBXQYLJRXSA-UHFFFAOYSA-N,C,C03,C03B,C03BD,C03BD01,theobromine,BRD-K34888156,CN1CNC2N(C)C(=O)[NH]C(=O)C12
SIQPXVQCUCHWDI-UHFFFAOYSA-N,,,,,,enprofylline,BRD-K35007173,CCCN1C2NC[NH]C2C(=O)[NH]C1=O
QLYKJCMUNUWAGO-GAJHUEQPSA-N,,,,,,taranabant,BRD-K35169477,C[C@H](NC(=O)C(C)(C)OC1CCC(CN1)C(F)(F)F)[C@@H](CC1CCC(CL)CC1)C1CCCC(C1)C#N
WWYNJERNGUHSAO-XUDSTZEESA-N,G,G03,G03A,G03AB,G03AB03,levonorgestrel,BRD-K35189033,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
LUKZNWIVRBCLON-GXOBDPJESA-N,R,R03,R03B,R03BA,R03BA08,ciclesonide,BRD-K35245662,CC(C)C(=O)OCC(=O)[C@@]12O[C@@H](O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]21C)C1CCCCC1
FDKXTQMXEQVLRF-ZHACJKMWSA-N,L,L01,L01A,L01AX,L01AX04,dacarbazine,BRD-K35520305,CN(C)\N=N\C1[NH]CNC1C(N)=O
BLGXFZZNTVWLAY-SCYLSFHTSA-N,G,G04,G04B,G04BE,G04BE04,yohimbine,BRD-K35586044,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCC4C([NH]C5CCCCC45)[C@@H]3C[C@H]12
BIZKIHUJGMSVFD-MNOVXSKESA-N,,,,,,danegaptide,BRD-K35589454,NCC(=O)N1C[C@@H](C[C@H]1C(O)=O)NC(=O)C1CCCCC1
ILNRQFBVVQUOLP-UHFFFAOYSA-N,,,,,,lintitript,lintitript,OC(=O)CN1C(CC2CCCCC12)C(=O)NC1NC(CS1)-C1CCCCC1CL
ZPLQIPFOCGIIHV-UHFFFAOYSA-N,,,,,,gimeracil,BRD-K35687421,OC1CC(=O)[NH]CC1CL
AEQDJSLRWYMAQI-KRWDZBQOSA-N,,,,,,tetrahydropalmatine,tetrahydropalmatine,COC1CC2CCN3CC4C(C[C@H]3C2CC1OC)CCC(OC)C4OC
VPHPQNGOVQYUMG-UHFFFAOYSA-N,,,,,,,,COC1CCCC(N1)N(C)C(=S)OC1CCC2CCCCC2C1
RJMUSRYZPJIFPJ-UHFFFAOYSA-N,P,P02,P02D,P02DA,P02DA01,niclosamide,BRD-K35960502,OC1CCC(CL)CC1C(=O)NC1CCC(CC1CL)[N+]([O-])=O
YDGMGEXADBMOMJ-LURJTMIESA-N,,,,,,"n,n-dimethylarginine","n,n-dimethylarginine",CN(C)C(=N)NCCC[C@H](N)C(O)=O
XHCADAYNFIFUHF-JSFFLRCESA-N,,,,,,,,OC[C@H]1O[C@@H](OC2CC3CCC(=O)OC3CC2O)[C@@H](O)[C@@H](O)[C@@H]1O
UJLAWZDWDVHWOW-AAEUAGOBSA-N,,,,,,,,C[C@H]1CCN(C[C@@H]1N(C)C1NCNC2[NH]CCC12)C(=O)CC#N
CPISLWFLHGUZHF-UHFFFAOYSA-N,,,,,,,,OS(=O)(=O)C1CCC(NC(=O)C2CC(NC(=O)NC3CC(CC(C3)C(=O)NC3CCC(C(C3)S(O)(=O)=O)S(O)(=O)=O)C(=O)NC3CCC(C(C3)S(O)(=O)=O)S(O)(=O)=O)CC(C2)C(=O)NC2CCC(C(C2)S(O)(=O)=O)S(O)(=O)=O)CC1S(O)(=O)=O
VUVUVNZRUGEAHB-CYBMUJFWSA-N,,,,,,,,COC1CC2C3N([C@H](C)C4CCCCN4)C(=O)[NH]C3CNC2CC1-C1C(C)NOC1C
RHWKPHLQXYSBKR-BONVTDFDSA-N,,,,,,,,C[C@H]1CCO[C@H]2CN3CC(C(=O)NCC4CCC(F)CC4F)C(=O)C(O)C3C(=O)N12
MTHORRSSURHQPZ-UHFFFAOYSA-N,,,,,,bindarit,BRD-K36467523,CC(C)(OCC1NN(CC2CCCCC2)C2CCCCC12)C(O)=O
MUTNCGKQJGXKEM-UHFFFAOYSA-N,,,,,,tamibarotene,BRD-K36627727,CC1(C)CCC(C)(C)C2CC(NC(=O)C3CCC(CC3)C(O)=O)CCC12
RFUBTTPMWSKEIW-UHFFFAOYSA-N,,,,,,omecamtiv mecarbil,omecamtiv mecarbil,COC(=O)N1CCN(CC2CCCC(NC(=O)NC3CCC(C)NC3)C2F)CC1
GVPIXRLYKVFFMK-UHFFFAOYSA-N,,,,,,setiptiline,BRD-K36732695,CN1CCC2=C(C1)C1CCCCC1CC1CCCCC21
QTBWCSQGBMPECM-UHFFFAOYSA-N,,,,,,,,CCN1CC(C(N1)-C1CCC(NC(=O)N(C)C)CC1)-C1CCNC2[NH]C(CC12)-C1CCCC(CN(C)C)C1
DMDGGSIALPNSEE-UHFFFAOYSA-N,C,C03,C03A,C03AA,C03AA02,hydroflumethiazide,BRD-K36862742,NS(=O)(=O)C1CC2C(NCNS2(=O)=O)CC1C(F)(F)F
ZNNLBTZKUZBEKO-UHFFFAOYSA-N,A,A10,A10B,A10BB,A10BB01,glyburide,glyburide,COC1CCC(CL)CC1C(=O)NCCC2CCC(CC2)S(=O)(=O)NC(=O)NC3CCCCC3
XLIIRNOPGJTBJD-ROUUACIJSA-N,,,,,,tonabersat,BRD-K36970462,CC(=O)C1CCC2OC(C)(C)[C@@H](O)[C@@H](NC(=O)C3CCC(F)C(CL)C3)C2C1
VILCJCGEZXAXTO-UHFFFAOYSA-N,A,A16,A16A,A16AX,A16AX12,triethylenetetramine,triethylenetetramine,NCCNCCNCCN
QZUDBNBUXVUHMW-UHFFFAOYSA-N,N,N05,N05A,N05AH,N05AH02,clozapine,BRD-K37289225,CN1CCN(CC1)C1=NC2CC(CL)CCC2NC2CCCCC12
BNFRJXLZYUTIII-UHFFFAOYSA-N,L,L01,L01X,L01XD,L01XD06,efaproxiral,BRD-K37355418,CC1CC(C)CC(NC(=O)CC2CCC(OC(C)(C)C(O)=O)CC2)C1
IKENVDNFQMCRTR-UHFFFAOYSA-N,C,C03,C03X,C03XA,C03XA02,conivaptan,BRD-K37385792,CC1NC2CCN(C(=O)C3CCC(NC(=O)C4CCCCC4-C4CCCCC4)CC3)C3CCCCC3-C2[NH]1
JGPMMRGNQUBGND-UHFFFAOYSA-N,,,,,,,,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O
HJMQDJPMQIHLPB-UHFFFAOYSA-N,,,,,,zardaverine,BRD-K37561857,COC1CC(CCC1OC(F)F)-C1CCC(=O)[NH]N1
JFHROPTYMMSOLG-UHFFFAOYSA-N,,,,,,gsk-256066,gsk-256066,COC1CCCC(NC2C(CNC3C(C)CC(CC23)S(=O)(=O)C2CCCC(C2)C(=O)N(C)C)C(N)=O)C1
RWEVIPRMPFNTLO-UHFFFAOYSA-N,,,,,,azd-8330,azd-8330,CC1CC(C(=O)NOCCO)C(NC2CCC(I)CC2F)N(C)C1=O
ODQWQRRAPPTVAG-BOPFTXTBSA-N,,,,,,cidoxepin,cidoxepin,CN(C)CC\C=C1\C2CCCCC2COC2CCCCC12
FRPJGTNLZNXQEX-UHFFFAOYSA-N,,,,,,,,C(N1CCN(CC1)C1CCCCN1)C1NC2CCCCC2[NH]1
DKPQHFZUICCZHF-UHFFFAOYSA-N,,,,,,,,CC1CCCC(N1)-C1[NH]C(NC1-C1CCC2NCCNC2C1)C(C)(C)C
AYCPARAPKDAOEN-LJQANCHMSA-N,,,,,,pf-03758309,pf-03758309,CN(C)C[C@@H](NC(=O)N1CC2C(NC3NC(C)NC4CCSC34)N[NH]C2C1(C)C)C1CCCCC1
VJJPUSNTGOMMGY-MRVIYFEKSA-N,L,L01,L01C,L01CB,L01CB01,etoposide,BRD-K37798499,COC1CC(CC(OC)C1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)C2CC3OCOC3CC12
VFTRKSBEFQDZKX-UHFFFAOYSA-N,,,,,,"3,3'-diindolylmethane",BRD-K37846922,C(C1C[NH]C2CCCCC12)C1C[NH]C2CCCCC12
COKMIXFXJJXBQG-NRFANRHFSA-N,B,B01,B01A,B01AC,B01AC17,tirofiban,BRD-K37872686,CCCCS(=O)(=O)N[C@@H](CC1CCC(OCCCCC2CCNCC2)CC1)C(O)=O
VSJKWCGYPAHWDS-FQEVSTJZSA-N,,,,,,camptothecin,BRD-K37890730,CC[C@@]1(O)C(=O)OCC2C1CC1-C3NC4CCCCC4CC3CN1C2=O
AHOUBRCZNHFOSL-YOEHRIQHSA-N,N,N06,N06A,N06AB,N06AB05,paroxetine,BRD-K37991163,FC1CCC(CC1)[C@@H]1CCNC[C@H]1COC1CCC2OCOC2C1
DGBIGWXXNGSACT-UHFFFAOYSA-N,N,N03,N03A,N03AE,N03AE01,clonazepam,BRD-K38183498,[O-][N+](=O)C1CCC2NC(=O)CN=C(C3CCCCC3CL)C2C1
MAEIEVLCKWDQJH-UHFFFAOYSA-N,G,G01,G01A,G01AE,G01AE10,bumetanide,BRD-K38197229,CCCCNC1CC(CC(C1OC1CCCCC1)S(N)(=O)=O)C(O)=O
RICZEKWVNZFTNZ-LFGITCQGSA-N,,,,,,,,CCCC[C@H](NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)NC1(CS(=O)(=O)C(C)(C)C)CCCCC1)C(C)(C)C)C2(C)C)C(=O)C(=O)NC1CC1
BCGWQEUPMDMJNV-UHFFFAOYSA-N,N,N06,N06A,N06AA,N06AA02,imipramine,BRD-K38436528,CN(C)CCCN1C2CCCCC2CCC2CCCCC12
CFBUZOUXXHZCFB-UHFFFAOYSA-N,,,,,,,,COC1CCC(CC1OC1CCCC1)C1(CCC(CC1)C(O)=O)C#N
QGJZLNKBHJESQX-XNWPAUOFSA-N,,,,,,,,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@H]12)C(O)=O
RVAQIUULWULRNW-UHFFFAOYSA-N,,,,,,ganetespib,BRD-K38852836,CC(C)C1CC(-C2N[NH]C(=O)N2-C2CCC3N(C)CCC3C2)C(O)CC1O
GBEUKTWTUSPHEE-JWJWXJQQSA-N,,,,,,,,CN1[C@@H]2CC[C@H]3[C@@H]4CC[C@H](C(=O)NCC5NC6CCCNC6[NH]5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C=C(F)C1=O
HSWPZIDYAHLZDD-UHFFFAOYSA-N,,,,,,atipamezole,BRD-K39252998,CCC1(CC2CCCCC2C1)C1CNC[NH]1
RHAXSHUQNIEUEY-UHFFFAOYSA-N,,,,,,epirizole,BRD-K39339537,COC1CC(C)NN1-C1NC(C)CC(OC)N1
NZOONKHCNQFYCI-UHFFFAOYSA-N,,,,,,,,CC(C)(C)SC1C(CC(C)(C)C(O)=O)N(CC2CCC(CL)CC2)C2CCC(OCC3CCC4CCCCC4N3)CC12
WOSKHXYHFSIKNG-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE29,lenvatinib,BRD-K39974922,COC1CC2NCCC(OC3CCC(NC(=O)NC4CC4)C(CL)C3)C2CC1C(N)=O
AKCRNFFTGXBONI-UHFFFAOYSA-N,,,,,,,,CCC(=O)N1CCN(CC1)C1CCC(CC1C(F)(F)F)-N1C2C(CCC1=O)CNC1CCC(CC21)-C1CNC2CCCCC2C1
WYJAPUKIYAZSEM-MOPGFXCFSA-N,C,C04,C04A,C04AX,C04AX17,vinburnine,BRD-K40227168,CC[C@@]12CCCN3CCC4C([C@H]13)N(C(=O)C2)C1CCCCC41
OONFNUWBHFSNBT-HXUWFJFHSA-N,,,,,,aee-788,aee-788,CCN1CCN(CC2CCC(CC2)-C2CC3C(N[C@H](C)C4CCCCC4)NCNC3[NH]2)CC1
VNBRGSXVFBYQNN-UHFFFAOYSA-N,,,,,,bms-777607,bms-777607,CCOC1CCN(-C2CCC(F)CC2)C(=O)C1C(=O)NC1CCC(OC2CCNC(N)C2CL)C(F)C1
XPOQHMRABVBWPR-ZDUSSCGKSA-N,J,J05,J05A,J05AR,J05AR06,efavirenz,BRD-K40758068,FC(F)(F)[C@]1(OC(=O)NC2CCC(CL)CC12)C#CC1CC1
XPRDUGXOWVXZLL-UHFFFAOYSA-N,,,,,,vidofludimus,vidofludimus,COC1CCCC(C1)-C1CCC(NC(=O)C2=C(CCC2)C(O)=O)C(F)C1
KYHVWHYLKOHLKA-FQEVSTJZSA-N,,,,,,,,OC(=O)[C@H](CC1CCC(NC2NCCC3CCNCC23)CC1)NC1=C(BR)C(=O)C11CCCCC1
DWPQODZAOSWNHB-UHFFFAOYSA-N,,,,,,fenobam,BRD-K41160163,CN1CC(=O)N=C1NC(=O)NC1CCCC(CL)C1
KXGVEGMKQFWNSR-LLQZFEROSA-N,D,D11,D11A,D11AX,D11AX24,deoxycholic acid,deoxycholic acid,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
OUJTZYPIHDYQMC-LJQANCHMSA-N,C,C02,C02K,C02KX,C02KX02,ambrisentan,BRD-K41185545,COC([C@H](OC1NC(C)CC(C)N1)C(O)=O)(C1CCCCC1)C1CCCCC1
VFUXSYAXEKYYMB-UHFFFAOYSA-N,,,,,,,,CCC1C(O)CC(O)C(C(=O)C2CCC(OCCN3CCOCC3)C(OC)C2)C1CC(=O)N(CCOC)CCOC
NIJJYAXOARWZEE-UHFFFAOYSA-N,N,N03,N03A,N03AG,N03AG01,valproic acid,valproic acid,CCCC(CCC)C(O)=O
IPOKCKJONYRRHP-UHFFFAOYSA-N,,,,,,,,OC(=O)CCNC(=O)C1CCC(CC1)N=NC1CCC(O)C(C1)C(O)=O
JOLKQWPKJFRPOU-UHFFFAOYSA-N,,,,,,,,CC1(CN)CC2CCCCC2C1
PRMWGUBFXWROHD-UHFFFAOYSA-N,N,N03,N03A,N03AX,N03AX22,perampanel,BRD-K41438959,O=C1C(CC(CN1-C1CCCCC1)-C1CCCCN1)-C1CCCCC1C#N
RZVAJINKPMORJF-UHFFFAOYSA-N,N,N02,N02B,N02BE,N02BE71,acetaminophen,acetaminophen,CC(=O)NC1CCC(O)CC1
DHMTURDWPRKSOA-RUZDIDTESA-N,,,,,,lonafarnib,BRD-K41599323,NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2C3NCC(BR)CC3CCC3CC(CL)CC(BR)C23)CC1
YNDXUCZADRHECN-MUQQULFASA-N,,,,,,,,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@]4(F)[C@H](O)C[C@]3(C)[C@]2(O1)C(=O)CO
XEFQLINVKFYRCS-UHFFFAOYSA-N,D,D08,D08A,D08AE,D08AE04,triclosan,BRD-K41731458,OC1CC(CL)CCC1OC1CCC(CL)CC1CL
HJQILFPVRNHTIG-UHFFFAOYSA-N,,,,,,,,CC1CCCC(OC2CNC(=O)[NH]C2)C1
HSKAZIJJKRAJAV-KOEQRZSOSA-N,,,,,,apilimod,apilimod,CC1CCCC(\C=N\NC2CC(NC(OCCC3CCCCN3)N2)N2CCOCC2)C1
SQWZFLMPDUSYGV-UXBLZVDNSA-N,,,,,,,,O=C1NC(=O)\C(S1)=C/C1CCC2NCCNC2C1
CTESJDQKVOEUOY-UHFFFAOYSA-N,,,,,,,,OC1CCCCC1-C1CCC(CC1)-C1CSC2[NH]C(=O)C(C#N)C(O)C12
UOHFCPXBKJPCAD-UHFFFAOYSA-N,,,,,,,,COC1CCC(C=C(C#N)C#N)CC1
BWPIARFWQZKAIA-UHFFFAOYSA-N,N,N06,N06A,N06AA,N06AA11,protriptyline,BRD-K42098891,CNCCCC1C2CCCCC2C=CC2CCCCC12
CWHUFRVAEUJCEF-UHFFFAOYSA-N,,,,,,buparlisib,BRD-K42191735,NC1CC(C(CN1)-C1CC(NC(N1)N1CCOCC1)N1CCOCC1)C(F)(F)F
JURKNVYFZMSNLP-UHFFFAOYSA-N,M,M03,M03B,M03BX,M03BX08,cyclobenzaprine,BRD-K42348709,CN(C)CCC=C1C2CCCCC2C=CC2CCCCC12
LGEQQWMQCRIYKG-DOFZRALJSA-N,,,,,,,,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCO
IFKLAQQSCNILHL-QHAWAJNXSA-N,N,N02,N02A,N02AF,N02AF01,butorphanol,butorphanol,OC1CCC2C[C@H]3N(CC4CCC4)CC[C@@]4(CCCC[C@@]34O)C2C1
SCGCBAAYLFTIJU-CQSZACIVSA-N,,,,,,,,C[C@@H]1COCCN1C1CC(NC(N1)-C1CCCC2[NH]CCC12)C1(CC1)S(C)(=O)=O
WWONFUQGBVOKOF-UHFFFAOYSA-N,,,,,,tasisulam,BRD-K42495768,CLC1CCC(C(=O)NS(=O)(=O)C2CCC(BR)S2)C(CL)C1
RHFUXPCCELGMFC-UXHICEINSA-N,,,,,,,,CC(=O)N(OCC1CCCCC1)[C@H]1[C@H](O)C(C)(C)OC2CCC(CC12)C#N
QADPYRIHXKWUSV-UHFFFAOYSA-N,,,,,,infigratinib,infigratinib,CCN1CCN(CC1)C1CCC(NC2CC(NCN2)N(C)C(=O)NC2C(CL)C(OC)CC(OC)C2CL)CC1
DUYJMQONPNNFPI-UHFFFAOYSA-N,L,L01,L01X,L01XE,L01XE35,osimertinib,BRD-K42805893,COC1CC(N(C)CCN(C)C)C(NC(=O)C=C)CC1NC1NCCC(N1)-C1CN(C)C2CCCCC12
WINHZLLDWRZWRT-ATVHPVEESA-N,L,L01,L01X,L01XE,L01XE04,sunitinib,BRD-K42828737,CCN(CC)CCNC(=O)C1C(C)[NH]C(\C=C2/C(=O)NC3CCC(F)CC23)C1C
CBPNZQVSJQDFBE-SREVRWKESA-N,,,,,,,,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@@H]1OC(=O)C(C)(CO)CO
