name,atc
reproterol and sodium cromoglicate,R03AK05
nitroprusside,C02DD01
Rauwolfia alkaloids and diuretics in combination,C02LA
formoterol and beclometasone,R03AK08
lidocaine,S02DA01
"procaine, combinations",N01BA52
dipyrocetyl and corticosteroids,M01BA02
Antihypertensives for pulmonary arterial hypertension,C02KX
follitropin delta,G03GA10
dimethylaminopropionylphenothiazine,A03AC02
lidocaine,D04AB01
Alpha and beta blocking agents,C07AG
Antipropulsives,A07DA
idelalisib,L01XX47
"Adrenergics inhalants in combination with corticosteroids or other drugs, excl. anticholinergics",R03AK
sodium fluoride (18F),V09IX06
Oxytocin and analogues,H01BB
benzocaine,D04AB04
tiropramide,A03AC05
cinchocaine,S02DA04
dexamethasone,S02BA06
amineptine,N06AA19
perindopril and amlodipine,C09BB04
nivolumab,L01XC17
prednisolone and promethazine,V03AB05
"rauwolfia alkaloids, whole root and diuretics",C02LA08
"Diaminopyrimidines, antimalarials",P01BD
"aminophenazone, combinations with psycholeptics",N02BB73
flumedroxone,N02CB01
norfloxacin,J01MA06
olmutinib,L01XE40
thiopental,N05CA19
methohexital,N01AF01
aurotioprol,M01CB05
haloprogin,D01AE11
ANTITHROMBOTIC AGENTS,B01
metronidazole,D06BX01
sulfaisodimidine,J01EB01
hexamidine,S01AX08
chlorphenoxamine,R06AA06
Gold preparations,M01CB
exemestane,L02BG06
phenglutarimide,N04AA09
lynestrenol and estrogen,G03FB02
Antacids with antiflatulents,A02AF
benzydamine,A01AD02
terizidone,J04AK03
dimethoxanate,R05DB28
tofisopam,N05BA23
saxagliptin and dapagliflozin,A10BD21
sulfadiazine and trimethoprim,J01EE02
retinol,R01AX02
metyrapone,V04CD01
delamanid,J04AK06
norethisterone and estrogen,G03FB05
OTHER DIURETICS in ATC,C03X
testosterone and estrogen,G03EA02
hexamidine,D08AC04
"Corticosteroids, combinations for treatment of acne",D10AA
Tissue,T024
estrone,G03CA07
niaprazine,N05CM16
"CORTICOSTEROIDS, COMBINATIONS WITH ANTISEPTICS",D07B
Benzodiazepine related hypnotics and sedatives,N05CF
temazepam,N05CD07
butoconazole,G01AF15
HIGH-CEILING DIURETICS,C03C
"Corticosteroids, potent (group III)",D07AC
clofenotane,P03AB01
sibutramine,A08AA10
lisuride,G02CB02
suvorexant,N05CM19
edoxaban,B01AF03
flutrimazole,G01AF18
fabomotizole,N05BX04
sodium phosphate,A06AG01
insulin lispro,A10AC04
NON-SELECTIVE CALCIUM CHANNEL BLOCKERS,C08E
calcium folinate,V03AF03
IMMUNE SERA AND IMMUNOGLOBULINS,J06
trimetazidine,C01EB15
"zoster, live attenuated",J07BK02
ibopamine,S01FB03
motavizumab,J06BB17
desogestrel and ethinylestradiol,G03AB05
calcium carbimide,N07BB02
ketoconazole,D01AC08
"dihydralazine and diuretics, combinations with other drugs",C02LG51
Esters of aminobenzoic acid for local anesthesia,N01BA
glyceryl trinitrate,C05AE01
quifenadine,R06AX31
strontium (89Sr) chloride,V10BX01
Hypertonic solutions,B05DB
taurolidine,B05CA05
moclobemide,N06AG02
myristyl-benzalkonium,R02AA10
talimogene laherparepvec,L01XX51
"pertussis, purified antigen",J07AJ02
"Progestogens and estrogens systemic contraceptives, sequential preparations",G03AB
isopropamide,A03AB09
"pseudoephedrine, combinations",R01BA52
"COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS",R05F
Pyrimidine derivatives acting on arteriolar smooth muscle,C02DC
elvitegravir,J05AX11
Antiinfective irrigating solutions,B05CA
"MULTIVITAMINS, PLAIN",A11B
mefenamic acid,M01AG01
fibrinolysin,B01AD05
"rosuvastatin, amlodipine and lisinopril",C10BX07
desfesoterodine,G04BD13
cefuroxime,S01AA27
"lansoprazole, amoxicillin and clarithromycin",A02BD07
hexobarbital,N05CA16
anastrozole,L02BG03
"miconazole, combinations",D01AC52
cidofovir,J05AB12
ibutilide,C01BD05
bibrocathol,S01AX05
dexamethasone,S01CB01
terbutaline,R03AC03
dienogest and estradiol,G03AB08
ivacaftor and lumacaftor,R07AX30
hepatitis B immunoglobulin,J06BB04
dorzolamide,S01EC03
Antidiarrheal microorganisms,A07FA
Androgens and female sex hormones in combination with other drugs,G03EK
roxithromycin,J01FA06
famciclovir,J05AB09
sodium cellulose phosphate,V03AG01
ciclonium and analgesics,A03DA04
abetimus,L04AA22
"nystatin, combinations",G01AA51
methylatropine,A03BB02
Mental Process,T041
probucol,C10AX02
OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES in ATC,R03D
ANTHELMINTICS,P02
carbohydrates,B05BA03
lysozyme,J05AX02
"heparin, combinations",C05BA53
dibekacin,J01GB09
letosteine,R05CB09
polymyxin B,S01AA18
gallium (67Ga) citrate,V09HX01
prasterone,A14AA07
indoramin,C02CA02
chlorcyclizine,R06AE04
fasudil,C04AX32
ANTIFUNGALS FOR TOPICAL USE,D01A
guanoxan,C02CC03
"Estrogens, endocrine therapy drugs",L02AA
everolimus,L04AA18
technetium (99mTc) votumumab,V09IA04
deferasirox,V03AC03
primidone,N03AA03
"isoniazid, combinations",J04AC51
vidarabine,S01AD06
combinations of electrolytes,B05XA30
triamcinolone,D07XB02
metrifonate,P02BB01
ceforanide,J01DC11
anethole trithione,A16AX02
"Thiazides, plain",C03AA
nikethamide,R07AB02
OTHER DRUGS USED IN DIABETES in ATC,A10X
"Imidazole derivatives, antibacterial for systemic use",J01XD
meprednisone,H02AB15
nitazoxanide,P01AX11
kanamycin,A07AA08
magnesium orotate,A12CC09
fluocortin,D07AB04
diazepam,N05BA01
pioglitazone and sitagliptin,A10BD12
"other preparations, combinations",C05AX03
OTHER ANTIBACTERIALS in ATC,J01X
"buclizine, combinations",R06AE51
"rifampicin, pyrazinamide, ethambutol and isoniazid",J04AM06
tuberculin,V04CF01
citalopram,N06AB04
methyclothiazide,C03AA08
gepirone,N06AX19
prucalopride,A06AX05
Antiinflammatory products for vaginal administration,G02CC
candicidin,G01AA04
cerium oxalate,A04AD02
methoxy polyethylene glycol-epoetin beta,B03XA03
tropenzilone and analgesics,A03DA01
ferrous fumarate,B03AA02
alteplase,S01XA13
Intravaginal contraceptives,G02BB
naphazoline,R01AB02
nifurtoinol,J01XE02
dexamethasone,R01AD03
chromium (51Cr) edetate,V09CX04
Proteolytic enzymes for treatment of wounds and ulcers,D03BA
Other systemic hemostatics in ATC,B02BX
finasteride,D11AX10
landiolol,C07AB14
rupatadine,R06AX28
nefazodone,N06AX06
temoporfin,L01XD05
"Melatonin receptor agonists, hypnotics and sedatives",N05CH
docetaxel,L01CD02
ranimustine,L01AD07
"papillomavirus (human types 16, 18)",J07BM02
dihydrostreptomycin,S01AA15
Folic acid and derivatives as antianemics,B03BB
idarucizumab,V03AB37
ferrous chloride,B03AA05
ambroxol,R05CB06
thioridazine,N05AC02
amikacin,J01GB06
carumonam,J01DF02
tirofiban,B01AC17
alaproclate,N06AB07
ciprofloxacin and tinidazole,J01RA11
"permethrin, combinations",P03AC54
"theobromine, combinations",R03DA57
insulin glargine,A10AE04
"rescinnamine and diuretics, combinations with other drugs",C02LA52
technetium (99mTc) tin colloid,V09DB04
ticlopidine,B01AC05
iproniazide,N06AF05
hydrochloric acid,A09AB03
"carisoprodol, combinations with psycholeptics",M03BA72
lidocaine,C05AD01
magnesium peroxide,A06AD03
methylprednisolone,D10AA02
palbociclib,L01XE33
iron and multivitamins,B03AE03
cinchocaine,C05AD04
"propanol, combinations",D08AX53
opium derivatives and mucolytics,R05FA01
HMG CoA reductase inhibitors in combination with other lipid modifying agents,C10BA
Hydrazinophthalazine derivatives acting on arteriolar smooth muscle,C02DB
"Progestogens and estrogen systemic contraceptives, fixed combinations",G03AA
"Podophyllotoxin derivatives, antineoplastic drugs",L01CB
verapamil,C08DA01
tamsulosin,G04CA02
cypermethrin,P03BA02
creatinolfosfate,C01EB05
meglumine antimonate,P01CB01
"Folic acid analogs, antimetabolites",L01BA
metrizamide,V08AB01
pentaerithrityl tetranitrate,C01DA05
carvedilol,C07AG02
"Quinolines, antirheumatic drugs",M01CA
dexamethasone,A01AC02
benazepril and diuretics,C09BA07
dapagliflozin,A10BK01
goserelin,L02AE03
tioconazole,G01AF08
multivitamins and iron,A11AA01
molindone,N05AE02
aluminium glycinate,A02AB07
OTHER PLAIN VITAMIN PREPARATIONS in ATC,A11H
granisetron,A04AA02
alprenolol,C07AA01
darifenacin,G04BD10
trimethoprim,J01EA01
nimorazole,P01AB06
isoprenaline and other drugs for obstructive airway diseases,R03AK02
dichlorophen,P02DX02
I.V. SOLUTION ADDITIVES,B05X
"Sulfonium derivatives, ganglion-blocking adreneregic",C02BA
naloxone,V03AB15
indium (111In) pentetreotide,V09IB01
nicofuranose,C10AD03
"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04A
"picodralazine and diuretics, combinations with psycholeptics",C02LG73
Molecular Function,T044
butalamine,C04AX23
methylnortestosterone and estrogen,G03FA05
aflibercept,L01XX44
"rabeprazole, combinations",A02BC54
bisoprolol and acetylsalicylic acid,C07FX04
metixene,N04AA03
combinations of xanthines,R03DA20
spectinomycin,J01XX04
"glyceryl trinitrate, combinations",C01DA52
prednisolone,S02BA03
buphenine,G02CA02
von Willebrand factor,B02BD10
docusate sodium,A06AA02
lanthanum carbonate,V03AE03
"Progestogens and estrogens, fixed combinations",G03FA
verteporfin,S01LA01
"Other antiinflammatory and antirheumatic agents, non-steroids in ATC",M01AX
ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01C
dosulepin,N06AA16
chymotrypsin,S01KX01
pioglitazone and alogliptin,A10BD09
metolazone and potassium-sparing agents,C03EA12
pergolide,N04BC02
technetium (99mTc) sestamibi,V09GA01
ethotoin,N03AB01
technetium (99mTc) nanocolloid,V09DB01
moxisylyte,C04AX10
sodium levofolinate,V03AF10
afelimomab,L04AB03
clioquinol,D08AH30
gemtuzumab ozogamicin,L01XC05
zalcitabine,J05AF03
Intrauterine contraceptives,G02BA
fusidic acid,D06AX01
halofantrine,P01BX01
"articaine, combinations",N01BB58
difenpiramide,M01AB12
galactose,V04CE01
manidipine,C08CA11
cefpirome,J01DE02
methocarbamol,M03BA03
ibuproxam,M01AE13
ciclosporin,S01XA18
diodone,V08AA10
linopirdine,N06BX09
baricitinib,L04AA37
chlortetracycline,J01AA03
vernakalant,C01BG11
"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P
tinidazole,J01XD02
carbazochrome,B02BX02
dimetofrine,C01CA12
oxymetazoline,R01AA05
pectin,A07BC01
alminoprofen,M01AE16
ecothiopate,S01EB03
dalteparin,B01AB04
phenformin,A10BA01
ethosuximide,N03AD01
naproxen,G02CC02
vinorelbine,L01CA04
procaterol,R03AC16
flucytosine,D01AE21
OTHER NUTRIENTS in ATC,V06D
mitoxantrone,L01DB07
mesna,V03AF01
Vitamin B12 (cyanocobalamin and analogues),B03BA
guaiacolsulfonate,R05CA09
methadone,N07BC02
netarsudil,S01EX05
bendamustine,L01AA09
iocetamic acid,V08AC07
Other hormones for endocrine therapy in ATC,L02AX
dirithromycin,J01FA13
s-atenolol,C07AB11
Therapeutic or Preventive Procedure,T061
AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05A
articaine,N01BB08
naloxone,A06AH04
ALLERGENS,V01
tetracaine,S01HA03
etonogestrel,G03AC08
bethanechol,N07AB02
"Estren derivatives, systemic",A14AB
tenofovir disoproxil and emtricitabine,J05AR03
benzoxonium chloride,A01AB14
"MULTIVITAMINS, COMBINATIONS",A11A
eltrombopag,B02BX05
dimemorfan,R05DA11
neostigmine,S01EB06
Progestogen systemic hormonal contraceptives,G03AC
procaterol,R03CC08
bisoprolol,C07AB07
decitabine,L01BC08
ethyl esters of iodised fatty acids,V08AD01
STOMATOLOGICAL PREPARATIONS,A01A
"Fibrates, lipid modifying drugs, plain",C10AB
prednisolone,D07XA02
ciprofibrate,C10AB08
magnesium pyridoxal 5-phosphate glutamate,C10AX07
methiodal,V08AA09
acetic acid,S02AA10
gemeprost,G02AD03
methdilazine,R06AD04
secukinumab,L04AC10
bortezomib,L01XX32
sildenafil,G04BE03
mequitazine,R06AD07
Language,T171
ixekizumab,L04AC13
technetium (99mTc) tilmanocept,V09IA09
miconazole,S02AA13
dexbrompheniramine,R06AB06
Penicillamine and similar antirheumatic agents,M01CC
mecillinam,J01CA11
pyridoxal phosphate,A11HA06
"benzethonium chloride, combinations",D08AJ58
methoxyflurane,N02BG09
narcobarbital,N01AG01
oxaceprol,M01AX24
sitafloxacin,J01MA21
sumatriptan,N02CC01
ethylmorphine,S01XA06
"Thiazides, combinations with other drugs",C03AX
hydrocortisone and antiinfectives,S01CA03
niflumic acid,M02AA17
fludrocortisone and antiinfectives,S01CA06
etizolam,N05BA19
Other therapeutic products in ATC,V03AX
rizatriptan,N02CC04
fludrocortisone,H02AA02
enalapril,C09AA02
zanamivir,J05AH01
hydrocortisone buteprate,D07AB11
sulfamethoxazole,J01EC01
Age Group,T100
phenazone,N02BB01
remoxipride,N05AL04
Other specific antirheumatic agents in ATC,M01CX
nitrofural,P01CC02
iodoheparinate,S01XA09
trientine,A16AX12
hyaluronic acid,R01AX09
edoxudine,D06BB09
"collagenase, combinations",D03BA52
pituitary function test diagnostic agents,V04CD
mepivacaine,N01BB03
diatrizoic acid,V08AA01
GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01
cefodizime,J01DD09
vilanterol and umeclidinium bromide,R03AL03
carbutamide,A10BB06
nafarelin,H01CA02
"Imidazoline derivatives, peripheral vasodilators",C04AB
calcium compounds,A07XA03
calcitriol,D05AX03
grass pollen,V01AA02
barbital,N05CA04
polymyxin B,A07AA05
"salicylamide, combinations excl. psycholeptics",N02BA55
"Bismuth preparations, intestinal adsorbents",A07BB
aprepitant,A04AD12
"Monoclonal antibodies, antineoplastic",L01XC
sodium iodide (131I),V09FX03
mefruside and potassium,C03BB05
omalizumab,R03DX05
prazepam,N05BA11
panitumumab,L01XC08
rimexolone,H02AB12
Body Substance,T031
gramicidin,R02AB30
mitiglinide,A10BX08
ulobetasol,D07AC21
aciclovir,S01AD03
technetium (99mTc) antiCarcinoEmbryonicAntigen antibody,V09IA01
hydroflumethiazide,C03AA02
venlafaxine,N06AX16
polythiazide,C03AA05
"poliomyelitis oral, monovalent, live attenuated",J07BF01
oxcarbazepine,N03AF02
"antibiotics, intestinal",A07AA
permethrin,P03AC04
gliclazide,A10BB09
"ANTIBIOTICS AND CHEMOTHERAPEUTICS, COMBINATIONS",D06C
cetrimonium,R02AA17
diflucortolone and antiseptics,D07BC04
chlorhexidine,D09AA12
"Sympathomimetics, plain",R01AA
carbromal,N05CM04
cobalt (57Co) cyanocobalamine,V09XX01
flibanserin,G02CX02
ciclesonide,R01AD13
carbon dioxide producing drugs,A06AX02
nystatin,G01AA01
codeine and acetylsalicylic acid,N02AJ07
lidoflazine,C08EX01
HYPNOTICS AND SEDATIVES,N05C
apremilast,L04AA32
ferric (59Fe) citrate,V09XX04
Other antiglaucoma preparations in ATC,S01EX
insulin (human),A10AE01
nomegestrol and estradiol,G03AA14
mizolastine,R06AX25
pegademase,L03AX04
sodium iodohippurate (123I),V09CX01
heparin,C05BA03
Anticholinergic mydriatics and cycloplegics,S01FA
flunisolide,R03BA03
inosine,S01XA10
carbocisteine,R05CB03
tobramycin,S01AA12
technetium (99mTc) mebrofenin,V09DA04
Sabalis serrulatae fructus,G04CX02
telmisartan and diuretics,C09DA07
nilutamide,L02BB02
diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B,J07CA12
calcium carbonate,A12AA04
florbetaben (18F),V09AX06
solithromycin,J01FA16
VACCINES,J07
cetylpyridinium,D08AJ03
saccharomyces boulardii,A07FA02
tolnaftate,D01AE18
poly I:C,L03AX07
gentamicin,J01GB03
morpholine salicylate,N02BA08
isoniazid,J04AC01
fosamprenavir,J05AE07
polyestradiol phosphate,L02AA02
didecyldimethylammonium chloride,D08AJ06
ferrous sulfate,B03AD03
sulfathiourea,J01EB08
dyclonine,N01BX02
HEMODIALYTICS AND HEMOFILTRATES,B05Z
Thiazide derivatives acting on arteriolar smooth muscle,C02DA
tetanus antitoxin,J06AA02
"hydrocortisone, combinations",R01AD60
rabeprazole,A02BC04
nedocromil,R03BC03
difemerine,A03AA09
5-androstanon (3) derivatives,G03BB
norethisterone and ethinylestradiol,G03AA05
deptropine,R06AX16
"immunoglobulins, normal human, for extravascular adm.",J06BA01
dihydroxialumini sodium carbonate,A02AB04
Other general anesthetics in ATC,N01AX
econazole,G01AF05
flumazenil,V03AB25
orciprenaline,R03AB03
"fluoride, combinations",A12CD51
glycerol phenylbutyrate,A16AX09
naphazoline,S01GA01
apraclonidine,S01EA03
salicylic acid,S01BC08
thenalidine,R06AX03
salmeterol and budesonide,R03AK12
camphora,C01EB02
fleroxacin,J01MA08
"X-RAY CONTRAST MEDIA, IODINATED",V08A
dexrabeprazole,A02BC07
interferon beta-1a,L03AB07
sparteine,C01BA04
glyceryl trinitrate,C01DA02
triclabendazole,P02BX04
trioxysalen,D05AD01
hydroxyprogesterone and estrogen,G03FA02
amrinone,C01CE01
daratumumab,L01XC24
Other capillary stabilizing agents in ATC,C05CX
"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03
clebopride,A03FA06
Spatial Concept,T082
glimepiride and pioglitazone,A10BD06
Retinoids for treatment of acne,D10BA
Thyroid hormones,H03AA
felbamate,N03AX10
propranolol and other combinations,C07FX01
TUMOUR DETECTION RADIOPHARMACEUTICALS,V09I
buflomedil,C04AX20
dichloralphenazone,N05CC04
olaratumab,L01XC27
fluocinolone acetonide,C05AA10
UROLOGICALS,G04
"pethidine, combinations excl. psycholeptics",N02AB52
zucapsaicin,M02AB02
fluocortolone,H02AB03
povidone-iodine,D09AA09
Other anti-acne preparations for topical use in ATC,D10AX
fosfomycin,J01XX01
Physical Object,T072
penbutolol,C07AA23
"quinidine, combinations excl. psycholeptics",C01BA51
Laboratory or Test Result,T034
aminophylline and adrenergics,R03DB05
tiludronic acid,M05BA05
topical antibiotic combinations,D01AA20
"emtricitabine, tenofovir alafenamide, darunavir and cobicistat",J05AR22
pridinol,M03BX03
nilotinib,L01XE08
procaine benzylpenicillin,J01CE09
"Sulfonamides, combinations with other drugs",C03BK
ephedrine,R03CA02
prenoxdiazine,R05DB18
"Azaspirodecanedione derivatives, anxiolytics",N05BE
diphtheria-hemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B,J07CA09
iobitridol,V08AB11
nialamide,N06AF02
clindamycin,D10AF01
"Isotonic solutions, peritoneal dialysis",B05DA
"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11C
cloricromen,B01AC02
Receptor,T192
ANTIEPILEPTICS,N03A
Molecular Sequence,T085
Other plain cardiac preparations in ATC,C01EB
"Corticosteroids, very potent (group IV)",D07AD
formoterol,R03AC13
combination drugs used in erectile dysfunction,G04BE30
indoprofen,M01AE10
clomipramine,N06AA04
combinations of rauwolfia alkaloids,C02AA03
insulin (human),A10AD01
insulin lispro,A10AD04
CARDIAC THERAPY DRUGS,C01
diphenhydramine methylbromide,D04AA33
indigo carmine,V04CH02
cycloserine,J04AB01
lasofoxifene,G03XC03
Other cicatrizants in ATC,D03AX
lynestrenol,G03AC02
"lamivudine, abacavir and dolutegravir",J05AR13
methylnaltrexone bromide,A06AH01
pindolol and other diuretics,C07CA03
mecobalamin,B03BA05
cyclopentamine,R01AA02
amezinium metilsulfate,C01CA25
oxeladin,R05DB09
animal allergen extracts,V01AA11
azithromycin,J01FA10
Imidazole and triazole derivative topical antifungal combinations,D01AC20
senega,R05CA06
oxetorone,N02CX06
"tetanus toxoid, combinations with diphtheria toxoid",J07AM51
various antiinfectives and antiseptics for local oral treatment,A01AB11
ANTIDEPRESSANTS,N06A
rifabutin,J04AB04
megestrol,G03AC05
belladonna total alkaloids and psycholeptics,A03CB02
Other agents for local oral treatment in ATC,A01AD
"trolnitrate, combinations",C01DA59
"sodium chloride, hypertonic",S01XA03
hydrotalcite,A02AD04
diclofenac and antiinfectives,S01CC01
travoprost,S01EE04
Other ophthalmologic surgical aids in ATC,S01KX
alimemazine,R06AD01
ascorbic acid and calcium,A11GB01
acebutolol,C07AB04
piperazine,P02CB01
bucillamine,M01CC02
cefroxadine,J01DB11
blood plasma,B05AX03
drisapersen,M09AX04
rotigotine,N04BC09
sulpiride,N05AL01
hydrocortisone butyrate and antiseptics,D07BB04
dehydroemetine,P01AX09
dexketoprofen,M02AA27
rifaximin,D06AX11
penimepicycline,J01AA10
fludeoxyglucose (18F),V09IX04
nalfurafine,V03AX02
other medicated shampoos in ATC,D11AC30
"iron oxide, nanoparticles",V08CB03
sulodexide,B01AB11
ozenoxacin,D06AX14
"rosuvastatin, amlodipine and perindopril",C10BX14
protein C,B01AD12
tenofovir alafenamide,J05AF13
enalapril and lercanidipine,C09BB02
Other nasal preparations in ATC,R01AX
"sulfonamides, low-ceiling diuretics, plain",C03BA
memantine,N06DX01
metolazone,C03BA08
cinoxacin,J01MB06
tyrothricin,S01AA05
citicoline,N06BX06
epinastine,S01GX10
calcitriol,A11CC04
Other topical products for joint and muscular pain in ATC,M02AX
ANTIPSORIATICS FOR TOPICAL USE,D05A
arbutamine,C01CA22
indanazoline,R01AA15
Prolactine inhibitors,G02CB
OTHER ANALGESICS AND ANTIPYRETICS in ATC,N02B
quinupristin/dalfopristin,J01FG02
rituximab,L01XC02
Other antiemetics in ATC,A04AD
fenoldopam,C01CA19
fluticasone,D07AC17
technetium (99mTc) macrosalb,V09EB01
cefpiramide,J01DD11
hexetidine,G01AX16
glucose,V06DC01
mofebutazone,M02AA02
