name,atc,inchi_key,smiles
(2e)-2-({(2s)-2-carboxy-2-[(phenoxyacetyl)amino]ethoxy}imino)pentanedioic acid,,LDNKNKRRFZRLIG-HWQJWEFDSA-N,[H][C@@](CO\N=C(/CCC(O)=O)C(O)=O)(NC(=O)COC1=CC=CC=C1)C(O)=O
"2-[(2,4-dichlorobenzoyl)amino]-5-(pyrimidin-2-yloxy)benzoic acid",,VNDRRWBKNSHALL-UHFFFAOYSA-N,OC(=O)C1=C(NC(=O)C2=C(Cl)C=C(Cl)C=C2)C=CC(OC2=NC=CC=N2)=C1
methylamino-phenylalanyl-leucyl-hydroxamic acid,,MOPRTFSMCQNUCT-CABCVRRESA-N,[H][C@@](CC(C)C)(CC(=O)NO)C(=O)N[C@@]([H])(CC1=CC=CC=C1)C(=O)NC
"s-(2-{[n-(2-hydroxy-4-{[hydroxy(oxido)phosphino]oxy}-3,3-dimethylbutanoyl)-beta-alanyl]amino}ethyl) hexanethioate",,RXYQLYCKZTXHTF-HNNXBMFYSA-N,[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCC)C(C)(C)CO[P@]([H])(O)=O
"s-(2-{[n-(2-hydroxy-4-{[hydroxy(oxido)phosphino]oxy}-3,3-dimethylbutanoyl)-beta-alanyl]amino}ethyl) heptanethioate",,IPSBILXXAVXCDA-INIZCTEOSA-N,[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCCC)C(C)(C)CO[P@]([H])(O)=O
"[n-(2,4-diaminopteridin-6-yl)-methyl]-dibenz[b,f]azepine",,NXCCIJQEAKMFGW-UHFFFAOYSA-N,NC1=NC2=C(N=C(CN3C4=CC=CC=C4C=CC4=CC=CC=C34)C=N2)C(N)=N1
platensimycin,,CSOMAHTTWTVBFL-OFBLZTNGSA-N,[H][C@]12C[C@]3([H])O[C@@]1(C)C[C@@]1(C2)C=CC(=O)[C@@](C)(CCC(=O)NC2=C(O)C(=CC=C2O)C(O)=O)[C@]31[H]
"(3r)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-sulfanylethyl)amino]propyl}amino)butyl 2,2-dimethylpropanoate",,KVQSHCZSRKQWCB-LBPRGKRZSA-N,[H][C@](O)(C(=O)NCCC(=O)NCCS)C(C)(C)COC(=O)C(C)(C)C
4-nitro-benzylphosphonobutanoyl-glycine,,LNMNPGKCSJFAGN-UHFFFAOYSA-N,OC(=O)CNC(=O)CCC[P@@](O)(=O)OCC1=CC=C(C=C1)[N+]([O-])=O
para-nitrobenzyl glutaryl glycinic acid,,UCFVFUIGNWHAJJ-UHFFFAOYSA-N,OC(=O)CNC(=O)CCCC(=O)NCC1=CC=C(C=C1)[N+]([O-])=O
n-[4-(4-nitrophenylphospho)butanoyl]-l-alanine,,KBXXIYHMPQZHCH-VIFPVBQESA-N,[H][C@@](C)(NC(=O)CCC[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O)C(O)=O
6-{4-[hydroxy-(4-nitro-phenoxy)-phosphoryl]-butyrylamino}-hexanoic acid,,WYHHVZLGTMCKOR-UHFFFAOYSA-N,OC(=O)CCCCCNC(=O)CCC[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O
methyl-phosphonic acid mono-(4-nitro-phenyl) ester,,VJPXTXIEAOSJBR-UHFFFAOYSA-N,C[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O
"6-chloro-2-(1-furo[2,3-c]pyridin-5-yl-ethylsulfanyl)-pyrimidin-4-ylamine",,ATCRIOJPQXDFNY-ZETCQYMHSA-N,[H][C@@](C)(SC1=NC(N)=CC(Cl)=N1)C1=NC=C2OC=CC2=C1
"(9beta,13alpha,14beta,17alpha)-2-methoxyestra-1,3,5(10)-triene-3,17-diyl disulfamate",,AQSNIXKAKUZPSI-SSTWWWIQSA-N,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=C(C=C(OC)C(OS(N)(=O)=O)=C4)[C@@]3([H])CC[C@]12C)OS(N)(=O)=O
"(4as,4br,10bs,12as)-12a-methyl-1,3-dioxo-2-(pyridin-3-ylmethyl)-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydronaphtho[2,1-f]isoquinolin-8-yl sulfamate",,LSJKARAMQNGZDF-YOEKFXIASA-N,[H][C@]12CC[C@]3(C)C(=O)N(CC4=CC=CN=C4)C(=O)C[C@@]3([H])[C@]1([H])CCC1=C2C=CC(OS(N)(=O)=O)=C1
(1s)-1-(phenoxymethyl)propyl methylphosphonochloridoate,,YEIXDWIEYXZUBR-MGPLVRAMSA-N,[H][C@](CC)(COC1=CC=CC=C1)O[P@](C)(Cl)=O
1-{[1-(2-amino-3-phenyl-propionyl)-pyrrolidine-2-carbonyl]-amino}-2-(3-cyano-phenyl)-ethaneboronic acid,,UFOIPTZMXQILSG-HKBOAZHASA-N,[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)N[C@@]([H])(CC1=CC(=CC=C1)C#N)B(O)O
piperidine-2-carboxylic acid tert-butylamide,,BZRGONFHSWNSQA-QMMMGPOBSA-N,[H][C@]1(CCCCN1)C(=O)NC(C)(C)C
[phenylalaninyl-prolinyl]-[2-(pyridin-4-ylamino)-ethyl]-amine,,GEIDRYBJURDUSW-MOPGFXCFSA-N,[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)NCCNC1=CC=NC=C1
[5-amino-1-(4-fluorophenyl)-1h-pyrazol-4-yl][3-(piperidin-4-yloxy)phenyl]methanone,,QKZZJXRGCHXIAI-UHFFFAOYSA-N,NC1=C(C=NN1C1=CC=C(F)C=C1)C(=O)C1=CC(OC2CCNCC2)=CC=C1
"[5-amino-1-(4-fluorophenyl)-1h-pyrazol-4-yl](3-{[(2r)-2,3-dihydroxypropyl]oxy}phenyl)methanone",,IJDQETGUEUJVTB-HNNXBMFYSA-N,[H][C@](O)(CO)COC1=CC(=CC=C1)C(=O)C1=C(N)N(N=C1)C1=CC=C(F)C=C1
"thieno[3,2-b]pyridine-2-sulfonic acid [2-oxo-1-(1h-pyrrolo[2,3-c]pyridin-2-ylmethyl)-pyrrolidin-3-yl]-amide",,PLXOQMHGHDZMSX-AWEZNQCLSA-N,[H][C@@]1(CCN(CC2=CC3=C(N2)C=NC=C3)C1=O)NS(=O)(=O)C1=CC2=C(S1)C=CC=N2
prephenic acid,,FPWMCUPFBRFMLH-XGAOUMNUSA-N,[H][C@]1(O)C=C[C@](CC(=O)C(O)=O)(C=C1)C(O)=O
3(s)-amino-4-phenyl-butan-2(s)-ol,,SMZUMFSKQVVOOV-WPRPVWTQSA-N,[H][C@@](C)(O)[C@@]([H])(N)CC1=CC=CC=C1
n-({(2s)-1-[(3r)-3-amino-4-(3-chlorophenyl)butanoyl]pyrrolidin-2-yl}methyl)-3-(methylsulfonyl)benzamide,,QRGBOABBMKYMLG-UXHICEINSA-N,[H][C@](N)(CC(=O)N1CCC[C@@]1([H])CNC(=O)C1=CC=CC(=C1)S(C)(=O)=O)CC1=CC(Cl)=CC=C1
para-nitrophenyl 1-thio-beta-d-glucopyranoside,,IXFOBQXJWRLXMD-ZIQFBCGOSA-N,[H][C@]1(CO)O[C@@]([H])(SC2=CC=C(C=C2)[N+]([O-])=O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
"[(3r,4s)-4-hydroxy-3-methyl-2-oxohexyl]phosphonic acid",,UXHVQAJQXZWLAW-RITPCOANSA-N,[H][C@](C)(C(=O)C[P@]([H])(O)=O)[C@@]([H])(O)CC
thymidine-5'-thiophosphate,,OJRKJKYGUAALCJ-XLPZGREQSA-N,[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(O)=S)N1C=C(C)C(=O)NC1=O
phenyl ethenesulfonate,,CILDJVVXNMDAGY-UHFFFAOYSA-N,C=CS(=O)(=O)OC1=CC=CC=C1
2-methylcarbamoyl-3-(4-phosphonooxy-phenyl)-cyclopropanecarboxylic acid,,GIIUHKRUTUSHAB-IVZWLZJFSA-N,[H][C@]1(C(O)=O)[C@]([H])(C(=O)NC)[C@]1([H])C1=CC=C(OP(O)(O)=O)C=C1
"(5e,14e)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid",,VHRUMKCAEVRUBK-XOVNXQNQSA-N,[H][C@]1(C\C=C\CCCC(O)=O)C=CC(=O)\C1=C/C=C/CCCCC
"8-benzo[1,3]dioxol-,5-ylmethyl-9-butyl-9h-",,JCDXXNIRWRRGBX-UHFFFAOYSA-N,CCCCN1C(CC2=CC3=C(OCO3)C=C2)=NC2=C(N)N=CN=C12
puromycin,,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,[H][C@](N)(CC1=CC=C(OC)C=C1)C(=O)N[C@]1([H])[C@@]([H])(CO)O[C@@]([H])(N2C=NC3=C(N=CN=C23)N(C)C)[C@]1([H])O
"(2e,4r,5s)-2,3,4,5-tetrahydroxy-6-(palmitoyloxy)hex-2-enoic acid",,XWTWKBKNEMLBKW-KCWNHAIFSA-N,[H][C@](O)(COC(=O)CCCCCCCCCCCCCCC)[C@@]([H])(O)C(\O)=C(\O)C(O)=O
parecoxib,M01AH04,TZRHLKRLEZJVIJ-UHFFFAOYSA-N,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1
"n-1,10-phenanthrolin-5-ylacetamide",,AAJXINSCZMZERD-UHFFFAOYSA-N,CC(=O)NC1=C2C=CC=NC2=C2N=CC=CC2=C1
"6-bromo-13-thia-2,4,8,12,19-pentaazatricyclo[12.3.1.1~3,7~]nonadeca-1(18),3(19),4,6,14,16-hexaene 13,13-dioxide",,AWSQADBSXFTFKL-UHFFFAOYSA-N,BrC1=C2NCCCNS(=O)(=O)C3=CC=CC(NC(N=C1)=N2)=C3
"4-{[(2r)-2-(2-methylphenyl)pyrrolidin-1-yl]carbonyl}benzene-1,3-diol",,TWODFUZHWYZBHZ-MRXNPFEDSA-N,[H][C@@]1(CCCN1C(=O)C1=C(O)C=C(O)C=C1)C1=CC=CC=C1C
"2-(1h-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol",,RYGSNHBTZDYVSS-UHFFFAOYSA-N,OC1=CC(O)=C(C(=O)N2C=CC=C2)C(O)=C1
"3-[2-bromo-4-(1h-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-methylbenzonitrile",,YYGZQXRLQMFHDH-UHFFFAOYSA-N,CC1=CC(=CC(OC2=C(Br)C=C(CC3=NNC4=NN=CC=C34)C=C2)=C1)C#N
"(3r,4s)-1-[6-(6-methoxypyridin-3-yl)pyrimidin-4-yl]-4-(2,4,5-trifluorophenyl)pyrrolidin-3-amine",,IFKWHPAWYJARQJ-DYVFJYSZSA-N,[H][C@]1(N)CN(C[C@]1([H])C1=C(F)C=C(F)C(F)=C1)C1=CC(=NC=N1)C1=CC=C(OC)N=C1
"3-[6-bromo-2-fluoro-3-(1h-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-chlorobenzonitrile",,OHQMEDBYNUAVNE-UHFFFAOYSA-N,FC1=C(CC2=NNC3=NN=CC=C23)C=CC(Br)=C1OC1=CC(=CC(Cl)=C1)C#N
3-{3-[(dimethylamino)methyl]-1h-indol-7-yl}propan-1-ol,,KKQDXWHOFSMCSA-UHFFFAOYSA-N,CN(C)CC1=CNC2=C1C=CC=C2CCCO
"(4as)-5-[(2,4-diaminopteridin-6-yl)methyl]-4a,5-dihydro-2h-dibenzo[b,f]azepin-8-ol",,PCBWLKUEKANDCL-INIZCTEOSA-N,[H][C@]12C=CCC=C1C=CC1=CC(O)=CC=C1N2CC1=NC2=C(N)N=C(N)N=C2N=C1
"2-(3-((4,5,7-trifluorobenzo[d]thiazol-2-yl)methyl)-1h-pyrrolo[2,3-b]pyridin-1-yl)acetic acid",,IEVFQDJUDLCOQY-UHFFFAOYSA-N,OC(=O)CN1C=C(CC2=NC3=C(S2)C(F)=CC(F)=C3F)C2=CC=CN=C12
n-1h-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine,,HNHRWNUXTCATSG-UHFFFAOYSA-N,CC1=CC=CC(=N1)C1=NC(NC2=CC=C3NN=CC3=C2)=C2C=CC=CC2=N1
n-(quinolin-8-yl)methanesulfonamide,,XYEPUTZVZYUENX-UHFFFAOYSA-N,CS(=O)(=O)NC1=CC=CC2=C1N=CC=C2
2-nonyl-4-hydroxyquinoline n-oxide,,LMBFBUICIQJLPK-UHFFFAOYSA-N,CCCCCCCCCC1=[N+]([O-])C2=CC=CC=C2C(O)=C1
n-(5-methyl-1h-pyrazol-3-yl)-2-phenylquinazolin-4-amine,,JYCUVOXSZBECAY-UHFFFAOYSA-N,CC1=CC(NC2=C3C=CC=CC3=NC(=N2)C2=CC=CC=C2)=NN1
ro 12-7310,,CAAFTBWHFUPDGX-OFCLTBKTSA-N,[H]/C(=C(/[H])\C(\C)=C(/[H])C(O)=O)/C(/[H])=C(\C)/C(/[H])=C(\[H])C1=C(C)C=C(O)C(C)=C1C
"s-[(1-hydroxy-2,2,5,5-tetramethyl-4-phenyl-2,5-dihydro-1h-pyrrol-3-yl)methyl] methanesulfonothioate",,ZXJJZPNUOZSZBU-UHFFFAOYSA-N,CC1(C)N(O)C(C)(C)C(=C1CSS(C)(=O)=O)C1=CC=CC=C1
"4-(3,5-dimethylphenoxy)-5-(furan-2-ylmethylsulfanylmethyl)-3-iodo-6-methylpyridin-2(1h)-one",,YZLKVEDFWLGNQP-UHFFFAOYSA-N,CC1=C(CSCC2=CC=CO2)C(OC2=CC(C)=CC(C)=C2)=C(I)C(=O)N1
(4-bromophenyl)[4-({(2e)-4-[cyclopropyl(methyl)amino]but-2-enyl}oxy)phenyl]methanone,,JAZMZJDLZUDIDG-NSCUHMNNSA-N,CN(C\C=C\COC1=CC=C(C=C1)C(=O)C1=CC=C(Br)C=C1)C1CC1
"3-chloro-5-[2-chloro-5-(1h-pyrazolo[3,4-b]pyridin-3-ylmethoxy)phenoxy]benzonitrile",,SVMHTBVIPYVDIL-UHFFFAOYSA-N,ClC1=CC(OC2=C(Cl)C=CC(OCC3=NNC4=NC=CC=C34)=C2)=CC(=C1)C#N
"3-{5-[(6-amino-1h-pyrazolo[3,4-b]pyridin-3-yl)methoxy]-2-chlorophenoxy}-5-chlorobenzonitrile",,KXDIHAQCVNNLIB-UHFFFAOYSA-N,NC1=CC=C2C(COC3=CC(OC4=CC(=CC(Cl)=C4)C#N)=C(Cl)C=C3)=NNC2=N1
"3-[(4-amino-1-tert-butyl-1h-pyrazolo[3,4-d]pyrimidin-3-yl)methyl]phenol",,QMAIQPBRCNEJAT-UHFFFAOYSA-N,CC(C)(C)N1N=C(CC2=CC(O)=CC=C2)C2=C1N=CN=C2N
n-(4-phenylamino-quinazolin-6-yl)-acrylamide,,JGWHILNNHLDARR-UHFFFAOYSA-N,C=CC(=O)NC1=CC=C2N=CN=C(NC3=CC=CC=C3)C2=C1
(2r)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9h-purin-2-yl}amino)butan-1-ol,,HOCBJBNQIQQQGT-LJQANCHMSA-N,[H][C@@](CC)(CO)NC1=NC2=C(N=CN2C(C)C)C(NCC2=CC=C(C=C2)C2=CC=CC=N2)=N1
"methyl 3-chloro-2-{3-[(2,5-dihydroxy-4-methoxyphenyl)amino]-3-oxopropyl}-4,6-dihydroxybenzoate",,GUVWEHNRWHNDRF-UHFFFAOYSA-N,COC(=O)C1=C(CCC(=O)NC2=C(O)C=C(OC)C(O)=C2)C(Cl)=C(O)C=C1O
"2-(3-amino-2,5,6-trimethoxyphenyl)ethyl 5-chloro-2,4-dihydroxybenzoate",,DFYGLJKFZQGYPA-UHFFFAOYSA-N,COC1=CC(N)=C(OC)C(CCOC(=O)C2=C(O)C=C(O)C(Cl)=C2)=C1OC
"5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",,HITJFUSPLYBJPE-UHFFFAOYSA-N,OC1=CC=C(CCC2=CC(O)=CC(O)=C2)C=C1
"6-(2,3,4,5,6,7-hexahydro-2,4,4-trimethyl-1-metyleneinden-2-yl)-3-methylhexa-2,4-dienoic acid",,HEVXQLBAMFMFKU-IAZPEVBMSA-N,O=C(O)\C=C(/C)\C=C\C[C@]1(C)CC2=C(CCCC2(C)C)C1=C
"tert-butyl 4-(3-thiophen-2-yl-1,2,4-oxadiazol-5-yl)piperidine-1-carboxylate",,METBQPRXNZHZMB-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCC(CC1)C1=NC(=NO1)C1=CC=CS1
"3-(4-fluorophenyl)-5-phenyl-4h-1,2,4-triazole",,KMGPJKOKSYGMJD-UHFFFAOYSA-N,FC1=CC=C(C=C1)C1=NN=C(N1)C1=CC=CC=C1
"1-(thiophen-2-ylacetyl)-4-(3-thiophen-2-yl-1,2,4-oxadiazol-5-yl)piperidine",,SJEVDMFUHCVNPM-UHFFFAOYSA-N,O=C(CC1=CC=CS1)N1CCC(CC1)C1=NC(=NO1)C1=CC=CS1
(r)-fluoxetine,,RTHCYVBBDHJXIQ-MRXNPFEDSA-N,CNCC[C@@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
"5,6-dichloro-1-beta-d-ribofuranosyl-1h-benzimidazole",,XHSQDZXAVJRBMX-DDHJBXDOSA-N,[H][C@]1(CO)O[C@@]([H])(N2C=NC3=CC(Cl)=C(Cl)C=C23)[C@]([H])(O)[C@]1([H])O
3-(carboxyamide(2-carboxyamide-2-tertbutylethyl))pentan,,UVHRROJQACYJNP-JTQLQIEISA-N,[H][C@](CC(=O)NC(CC)CC)(C(N)=O)C(C)(C)C
"[(4r)-2,2-dimethyl-1,3-dioxolan-4-yl]methyl hydrogen hex-5-enylphosphonate",,BUTLRPVAJSANIT-NSHDSACASA-N,CC1(C)OC[C@@H](COP(O)(=O)CCCCC=C)O1
3-amino-azacyclotridecan-2-one,,CQZLEYBEPASILI-NSHDSACASA-N,[H][C@]1(N)CCCCCCCCCCNC1=O
n-[2-chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide,,IGFTZEOFHWPCDL-UHFFFAOYSA-N,NC(=N)NC(=N)NC1=C(Cl)C=CC(=C1)C(F)(F)F
"n-(3,5-dimethoxyphenyl)imidodicarbonimidic diamide",,VQKIGKHIRBCYNE-UHFFFAOYSA-N,COC1=CC(OC)=CC(NC(=N)NC(N)=N)=C1
4-hydroxy-n-propargyl-1(r)-aminoindan,,OFWOPQIDDNCCLL-KAQJVSAMSA-N,[H][C@]1(CCC2=C1C=CC=C2O)\N=C\C=C
"4-methyl-n-{(5e)-5-[(5-methyl-2-furyl)methylene]-4-oxo-4,5-dihydro-1,3-thiazol-2-yl}benzenesulfonamide",,MXAPQGDBWFYKKX-ZROIWOOFSA-N,CC1=CC=C(O1)\C=C1/SC(NS(=O)(=O)C2=CC=C(C)C=C2)=NC1=O
[[1-[n-hydroxy-acetamidyl]-3-methyl-butyl]-carbonyl-leucinyl]-alanine ethyl ester,,XKRONJXEXGFBRZ-ZNMIVQPWSA-N,[H][C@@](C)(NC(=O)[C@]([H])(CC(C)C)NC(=O)[C@]([H])(CC(C)C)CC(=O)NO)C(=O)OCC
4-amino-n-[(2-sulfanylethyl)carbamoyl]benzenesulfonamide,,LHVDNDIAMJOEKH-UHFFFAOYSA-N,NC1=CC=C(C=C1)S(=O)(=O)NC(=O)NCCS
"(1s,4s,5s)-1,4,5-trihydroxy-3-[3-(phenylthio)phenyl]cyclohex-2-ene-1-carboxylic acid",,QMNMNSINKIFYBV-LMMKCTJWSA-N,[H][C@@]1(O)C[C@@](O)(C=C(C2=CC=CC(SC3=CC=CC=C3)=C2)[C@@]1([H])O)C(O)=O
efaproxiral,L01XD06,BNFRJXLZYUTIII-UHFFFAOYSA-N,CC1=CC(NC(=O)CC2=CC=C(OC(C)(C)C(O)=O)C=C2)=CC(C)=C1
3-({4-[(6-chloro-1-benzothien-2-yl)sulfonyl]-2-oxopiperazin-1-yl}methyl)benzenecarboximidamide,,PRMSFVUWLBPPLY-UHFFFAOYSA-N,NC(=N)C1=CC(CN2CCN(CC2=O)S(=O)(=O)C2=CC3=C(S2)C=C(Cl)C=C3)=CC=C1
"4-{[(e)-2-(5-chlorothien-2-yl)vinyl]sulfonyl}-1-(1h-pyrrolo[3,2-c]pyridin-2-ylmethyl)piperazin-2-one",,PLWVUIRWJVKSSD-XBXARRHUSA-N,ClC1=CC=C(S1)\C=C\S(=O)(=O)N1CCN(CC2=CC3=C(N2)C=CN=C3)C(=O)C1
"n4-hydroxy-2-isobutyl-n1-(9-oxo-1,8-diaza-tricyclo[10.6.1.013,18]nonadeca-12(19),13,15,17-tetraen-10-yl)-succinamide",,GCBPAPVOMPJQHK-NQIIRXRSSA-N,[H][C@@](CC(C)C)(CC(=O)NO)C(=O)N[C@@]1([H])CC2=CN(CCCCCCNC1=O)C1=C2C=CC=C1
cts-1027,,ROSNVSQTEGHUKU-UHFFFAOYSA-N,ONC(=O)C1(CS(=O)(=O)C2=CC=C(OC3=CC=C(Cl)C=C3)C=C2)CCOCC1
n-hydroxy-2-[4-(4-phenoxy-benzenesulfonyl)-tetrahydro-pyran-4-yl]-acetamide,,ARIRIZBKMKMEBD-UHFFFAOYSA-N,ONC(=O)CC1(CCOCC1)S(=O)(=O)C1=CC=C(OC2=CC=CC=C2)C=C1
(2e)-3-(2-oct-1-yn-1-ylphenyl)acrylic acid,,KRDSGPLHVQJFLM-BUHFOSPRSA-N,CCCCCCC#CC1=CC=CC=C1\C=C\C(O)=O
"5-methyl-3-(9-oxo-1,8-diaza-tricyclo[10.6.1.013,18]nonadeca-12(19),13,15,17-tetraen-10-ylcarbamoyl)-hexanoic acid",,AKWKBACKRMYPRV-NQIIRXRSSA-N,[H][C@@](CC(C)C)(CC(O)=O)C(=O)N[C@@]1([H])CC2=CN(CCCCCCNC1=O)C1=C2C=CC=C1
"s-{2-[(2-chloro-4-sulfamoylphenyl)amino]-2-oxoethyl} 6-methyl-3,4-dihydroquinoline-1(2h)-carbothioate",,AWAKIULNKVOBKE-UHFFFAOYSA-N,CC1=CC2=C(C=C1)N(CCC2)C(=O)SCC(=O)NC1=C(Cl)C=C(C=C1)S(N)(=O)=O
4-({4-[(6-chloro-1-benzothien-2-yl)sulfonyl]-2-oxopiperazin-1-yl}methyl)benzenecarboximidamide,,VXONTEUOQXFJJS-UHFFFAOYSA-N,NC(=N)C1=CC=C(CN2CCN(CC2=O)S(=O)(=O)C2=CC3=C(S2)C=C(Cl)C=C3)C=C1
(r)-warfarin,,PJVWKTKQMONHTI-OAHLLOKOSA-N,[H][C@@](CC(C)=O)(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O
"(1s)-2-oxo-1-phenyl-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",,NKBDSMREMMRFSI-INIZCTEOSA-N,[H][C@@](OC(C)=O)(C(=O)NC1=CC=CC2=C1C(=O)C(=O)NC2=O)C1=CC=CC=C1
"(1s)-1-(3-chlorophenyl)-2-oxo-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",,OVSAMUIBGQSLDC-INIZCTEOSA-N,[H][C@@](OC(C)=O)(C(=O)NC1=CC=CC2=C1C(=O)C(=O)NC2=O)C1=CC=CC(Cl)=C1
"n-[3-(2-fluoroethoxy)phenyl]-n'-(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-6-yl)butanediamide",,DQXBKUVWJSZHSI-UHFFFAOYSA-N,FCCOC1=CC=CC(NC(=O)CCC(=O)NC2=CC=C3C(=O)NC(=O)C(=O)C3=C2)=C1
"(3s,5r,7r,8s,9s,10r)-7-(hydroxymethyl)-3-(2-naphthyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol",,ZCJBDRSKHARECB-PYTCMNEWSA-N,[H][C@]1(C[C@]2(ON1)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)C1=CC2=CC=CC=C2C=C1
"diethyl propane-1,3-diylbiscarbamate",,BWWHOVJFNMPUKF-UHFFFAOYSA-N,CCOC(=O)NCCCNC(=O)OCC
capravirine,,YQXCVAGCMNFUMQ-UHFFFAOYSA-N,CC(C)C1=C(SC2=CC(Cl)=CC(Cl)=C2)N(CC2=CC=NC=C2)C(COC(N)=O)=N1
"(3s,5r,7r,8s,9s,10r)-7-(hydroxymethyl)-3-(4-methylphenyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol",,HRCKGDOSPBFICB-MZHQWRCYSA-N,[H][C@]1(C[C@]2(ON1)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)C1=CC=C(C)C=C1
"6-(4-{(1s,2s)-2-amino-1-[(dimethylamino)carbonyl]-3-[(3s)-3-fluoropyrrolidin-1-yl]-3-oxopropyl}phenyl)-1h-[1,2,4]triazolo[1,5-a]pyridin-4-ium",,ZNHVIJAGMFQGMS-IHPCNDPISA-N,[H][C@@](N)(C(=O)N1CC[C@]([H])(F)C1)[C@@]([H])(C(=O)N(C)C)C1=CC=C(C=C1)C1=CN2N=CN=C2C=C1
methyl 4-bromo-n-[8-(hydroxyamino)-8-oxooctanoyl]-l-phenylalaninate,,UPYGSQPRAHMDPD-HNNXBMFYSA-N,[H][C@@](CC1=CC=C(Br)C=C1)(NC(=O)CCCCCCC(=O)NO)C(=O)OC
n-{(2s)-3-[(1r)-1-aminoethyl](hydroxy)phosphoryl-2-benzylpropanoyl}-l-phenylalanine,,MMWNOZXGYRPSCJ-LZQZEXGQSA-N,[H][C@@](C)(N)[P@@](O)(=O)C[C@@]([H])(CC1=CC=CC=C1)C(=O)N[C@@]([H])(CC1=CC=CC=C1)C(O)=O
n-[[2-methyl-4-hydroxycarbamoyl]but-4-yl-n]-benzyl-p-[phenyl]-p-[methyl]phosphinamid,,KGUVBHLPMGERAT-NIYFSFCBSA-N,[H][C@](CC(C)C)(N(CC1=CC=CC=C1)[P@](C)(=O)C1=CC=CC=C1)C(=O)NO
n-benzoyl-d-alanine,,UAQVHNZEONHPQG-SSDOTTSWSA-N,[H][C@](C)(NC(=O)C1=CC=CC=C1)C(O)=O
1-[6-(2-chloro-4-methyxyphenoxy)-hexyl]-imidazole,,UKVVEWLDHJDSNJ-UHFFFAOYSA-N,COC1=CC(Cl)=C(OCCCCCCN2C=CN=C2)C=C1
5-alpha-pregnane-3-beta-ol-hemisuccinate,,UVTGFMKBPVLATL-DSOJQRAMSA-N,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@]([H])(CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCC(O)=O)C(C)=O
"6-amino-2-methyl-1,7-dihydro-8h-imidazo[4,5-g]quinazolin-8-one",,PLJNUNPYZVVIRA-UHFFFAOYSA-N,CC1=NC2=C(N1)C=C1C(=O)NC(N)=NC1=C2
"6-amino-2-[(1-naphthylmethyl)amino]-3,7-dihydro-8h-imidazo[4,5-g]quinazolin-8-one",,MCEZMMDIEXECTI-UHFFFAOYSA-N,NC1=NC2=CC3=C(C=C2C(=O)N1)N=C(NCC1=CC=CC2=CC=CC=C12)N3
[4-({5-(aminocarbonyl)-4-[(3-methylphenyl)amino]pyrimidin-2-yl}amino)phenyl]acetic acid,,PAIQRYUOBBCBSE-UHFFFAOYSA-N,CC1=CC(NC2=NC(NC3=CC=C(CC(O)=O)C=C3)=NC=C2C(N)=O)=CC=C1
